,Active_Years,Gender_Name_En,Nationality_En,Medical_Field_En,Registration_Status_En,Number_of_Practitioners
279861,2020,Male,Sweden,Dentistry and Related Specialties,Expired,1
279886,2020,Male,Sudan,Medicine and Surgery,Not Classified Not Registered,1
279890,2020,Male,Sudan,Nursing and Midwifery,Non Active,1
279903,2020,Male,Syria,Health Administration and Community Health,Expired Outdated,1
279963,2020,Male,Sudan,Laboratories and Medical Technology,Non Active,1
279992,2020,Male,Spain,Nursing and Midwifery,Valid,1
280001,2020,Male,South Korea,Dentistry and Related Specialties,Expired,1
280006,2020,Male,South Korea,Nursing and Midwifery,Expired Outdated,1
280011,2020,Male,South Korea,Nursing and Midwifery,Valid,1
280029,2020,Male,Spain,Dentistry and Related Specialties,Valid,1
280030,2020,Male,Sri Lanka,Dentistry and Related Specialties,Expired Outdated,1
280076,2020,Male,Sri Lanka,Laboratories and Medical Technology,Expired,1
280118,2019,Female,Kenya,Laboratories and Medical Technology,Expired Outdated,1
280132,2019,Female,Kazakhstan,Laboratories and Medical Technology,Expired Outdated,1
280135,2019,Female,Jordan,Medicine and Surgery,Non Active,1
280141,2019,Female,Jordan,Pharmacists and Pharmacy Technicians,Valid,1
280142,2019,Female,Jordan,Technicians and Health Assistants,Classified Not Registered,1
280146,2019,Female,Jordan,Therapy and Rehabilitation,Classified Not Registered,1
280155,2019,Female,Jordan,Therapy and Rehabilitation,Valid,1
280169,2019,Female,Lebanon,Health Administration and Community Health,Expired Outdated,1
280216,2019,Female,Kyrgyzstan,Medicine and Surgery,Expired Outdated,1
280237,2019,Female,Ireland,Medicine and Surgery,Expired,1
280284,2019,Female,Iraq,Therapy and Rehabilitation,Expired Outdated,1
280291,2019,Female,Ireland,Dentistry and Related Specialties,Expired Outdated,1
280305,2019,Female,Jordan,Dentistry and Related Specialties,Valid,1
280307,2019,Female,Jordan,Health Administration and Community Health,Expired,1
280347,2019,Female,Italy,Dentistry and Related Specialties,Expired Outdated,1
280373,2019,Female,Morocco,Therapy and Rehabilitation,Expired,1
280388,2019,Female,Myanmar,Nursing and Midwifery,Expired,1
280416,2019,Female,Mauritius,Therapy and Rehabilitation,Expired Outdated,1
280423,2019,Female,Morocco,Dentistry and Related Specialties,Expired Outdated,1
280428,2019,Female,Morocco,Health Administration and Community Health,Expired Outdated,1
280431,2019,Female,Netherlands,Nursing and Midwifery,Expired Outdated,1
280455,2019,Female,New Zealand,Therapy and Rehabilitation,Expired,1
280468,2019,Female,Netherlands,Therapy and Rehabilitation,Expired,1
280503,2019,Female,Libya,Technicians and Health Assistants,Expired,1
280519,2019,Female,Malaysia,Laboratories and Medical Technology,Expired,1
280532,2019,Female,Libya,Dentistry and Related Specialties,Expired,1
280534,2019,Female,Lebanon,Therapy and Rehabilitation,Expired,1
280557,2019,Female,Lebanon,Pharmacists and Pharmacy Technicians,Expired,1
280568,2019,Female,Malaysia,Nursing and Midwifery,Not Classified Not Registered,1
280575,2019,Female,Mali,Nursing and Midwifery,Expired Outdated,1
280577,2019,Female,Mauritania,Dentistry and Related Specialties,Expired,1
280579,2019,Female,Mauritania,Laboratories and Medical Technology,Expired,1
280653,2019,Female,Ethiopia,Pharmacists and Pharmacy Technicians,Expired Outdated,1
280659,2019,Female,Ethiopia,Technicians and Health Assistants,Expired Outdated,1
280660,2019,Female,Ethiopia,Therapy and Rehabilitation,Expired,1
280670,2019,Female,Eritrea,Pharmacists and Pharmacy Technicians,Expired,1
280678,2019,Female,Ethiopia,Dentistry and Related Specialties,Expired Outdated,1
280695,2019,Female,Ethiopia,Laboratories and Medical Technology,Valid,1
280698,2019,Female,Finland,Therapy and Rehabilitation,Expired,1
280702,2019,Female,France,Nursing and Midwifery,Expired Outdated,1
280706,2019,Female,Gambia,Technicians and Health Assistants,Expired Outdated,1
280718,2019,Female,Germany,Nursing and Midwifery,Expired Outdated,1
280719,2019,Female,Germany,Pharmacists and Pharmacy Technicians,Expired Outdated,1
280723,2019,Female,Germany,Therapy and Rehabilitation,Expired Outdated,1
280730,2019,Female,Ghana,Nursing and Midwifery,Expired Outdated,1
280760,2019,Female,France,Laboratories and Medical Technology,Expired Outdated,1
280763,2019,Female,France,Medicine and Surgery,Expired Outdated,1
280776,2019,Female,Egypt,Technicians and Health Assistants,Expired,1
280780,2019,Female,Egypt,Technicians and Health Assistants,Valid,1
280801,2019,Female,Egypt,Pharmacists and Pharmacy Technicians,Not Classified Not Registered,1
280807,2019,Female,Egypt,Laboratories and Medical Technology,Valid,1
280839,2019,Female,Eritrea,Health Administration and Community Health,Expired Outdated,1
280873,2019,Female,Egypt,Therapy and Rehabilitation,Valid,1
280910,2019,Female,India,Therapy and Rehabilitation,Valid,1
280930,2019,Female,Indonesia,Medicine and Surgery,Expired Outdated,1
280985,2019,Female,Indonesia,Therapy and Rehabilitation,Expired Outdated,1
280987,2019,Female,Iraq,Dentistry and Related Specialties,Expired Outdated,1
280994,2019,Female,Iraq,Nursing and Midwifery,Expired Outdated,1
280999,2019,Female,Indonesia,Therapy and Rehabilitation,Expired,1
281001,2019,Female,Indonesia,Technicians and Health Assistants,Expired Outdated,1
281034,2019,Female,India,Health Administration and Community Health,Expired Outdated,1
281038,2019,Female,Hungary,Medicine and Surgery,Expired Outdated,1
281041,2019,Female,Iceland,Nursing and Midwifery,Expired Outdated,1
281061,2019,Female,Immigrant Tribes,Laboratories and Medical Technology,Expired,1
281069,2019,Female,Guinea,Medicine and Surgery,Expired Outdated,1
281089,2019,Female,Greece,Nursing and Midwifery,Expired,1
281093,2019,Female,Greece,Therapy and Rehabilitation,Expired Outdated,1
281103,2019,Female,Immigrant Tribes,Nursing and Midwifery,Valid,1
281109,2019,Female,Immigrant Tribes,Technicians and Health Assistants,Expired Outdated,1
281152,2019,Female,Immigrant Tribes,Nursing and Midwifery,Expired,1
281175,2019,Female,South Korea,Nursing and Midwifery,Non Active,1
281179,2019,Female,South Korea,Nursing and Midwifery,Valid,1
281190,2019,Female,Spain,Medicine and Surgery,Expired,1
281210,2019,Female,South Africa,Technicians and Health Assistants,Expired Outdated,1
281212,2019,Female,South Africa,Therapy and Rehabilitation,Expired,1
281251,2019,Female,Spain,Therapy and Rehabilitation,Expired Outdated,1
281283,2019,Female,Sri Lanka,Medicine and Surgery,Expired,1
281329,2019,Female,Slovakia,Technicians and Health Assistants,Expired Outdated,1
281347,2019,Female,Senegal,Therapy and Rehabilitation,Expired Outdated,1
281357,2019,Female,Singapore,Nursing and Midwifery,Expired,1
281405,2019,Female,Somalia,Health Administration and Community Health,Expired,1
281411,2019,Female,Somalia,Laboratories and Medical Technology,Valid,1
281429,2019,Female,Somalia,Medicine and Surgery,Expired,1
281449,2019,Female,Syria,Therapy and Rehabilitation,Valid,1
281450,2019,Female,Tanzania,Nursing and Midwifery,Expired,1
281457,2019,Female,Thailand,Laboratories and Medical Technology,Expired Outdated,1
281514,2019,Female,Tunisia,Medicine and Surgery,Valid,1
281536,2019,Female,Tunisia,Medicine and Surgery,Non Active,1
281553,2019,Female,Thailand,Nursing and Midwifery,Expired Outdated,1
281563,2019,Female,Tunisia,Medicine and Surgery,Expired,1
281582,2019,Female,Sudan,Medicine and Surgery,Not Classified Not Registered,1
281614,2019,Female,Sudan,Health Administration and Community Health,Expired,1
281627,2019,Female,Sudan,Laboratories and Medical Technology,Non Active,1
281638,2019,Female,Syria,Dentistry and Related Specialties,Non Active,1
281671,2019,Female,Sudan,Pharmacists and Pharmacy Technicians,Valid,1
281676,2019,Female,Sudan,Technicians and Health Assistants,Expired,1
281694,2019,Female,Sudan,Technicians and Health Assistants,Not Classified Not Registered,1
281722,2019,Female,Palestine,Pharmacists and Pharmacy Technicians,Valid,1
281737,2019,Female,Pakistan,Unknown,Not Classified Not Registered,1
281801,2019,Female,Philippines,Dentistry and Related Specialties,Not Classified Not Registered,1
281826,2019,Female,Palestine,Therapy and Rehabilitation,Valid,1
281840,2019,Female,Oman,Medicine and Surgery,Expired Outdated,1
281845,2019,Female,Oman,Nursing and Midwifery,Expired Outdated,1
281850,2019,Female,Oman,Therapy and Rehabilitation,Expired Outdated,1
281868,2019,Female,Nigeria,Therapy and Rehabilitation,Expired,1
281883,2019,Female,Nigeria,Medicine and Surgery,Valid,1
281886,2019,Female,Nigeria,Pharmacists and Pharmacy Technicians,Expired,1
281896,2019,Female,Nigeria,Technicians and Health Assistants,Expired Outdated,1
281914,2019,Female,Pakistan,Therapy and Rehabilitation,Expired,1
281955,2019,Female,Pakistan,Nursing and Midwifery,Not Classified Not Registered,1
281992,2019,Female,Saudi Arabia,Medicine and Surgery,Not Classified Not Registered,1
282009,2019,Female,Romania,Nursing and Midwifery,Expired,1
282029,2019,Female,Romania,Therapy and Rehabilitation,Expired,1
282038,2019,Female,Scotland,Laboratories and Medical Technology,Expired Outdated,1
282049,2019,Female,Scotland,Medicine and Surgery,Expired,1
282103,2019,Female,Philippines,Therapy and Rehabilitation,Non Active,1
282137,2019,Female,Philippines,Technicians and Health Assistants,Expired,1
282143,2019,Female,Philippines,Medicine and Surgery,Non Active,1
282146,2019,Female,Philippines,Medicine and Surgery,Valid,1
282171,2019,Female,Portugal,Laboratories and Medical Technology,Expired Outdated,1
282199,2019,Female,Qatar,Medicine and Surgery,Expired Outdated,1
282208,2019,Female,Poland,Medicine and Surgery,Expired,1
282213,2019,Female,Poland,Nursing and Midwifery,Expired,1
282228,2019,Female,Poland,Therapy and Rehabilitation,Expired Outdated,1
282230,2019,Female,Portugal,Dentistry and Related Specialties,Expired Outdated,1
282248,2018,Male,Somalia,Pharmacists and Pharmacy Technicians,Expired Outdated,1
282249,2018,Male,Somalia,Therapy and Rehabilitation,Expired Outdated,1
282254,2018,Male,South Africa,Dentistry and Related Specialties,Expired Outdated,1
282258,2018,Male,South Africa,Laboratories and Medical Technology,Expired,1
282276,2018,Male,Somalia,Health Administration and Community Health,Expired Outdated,1
282324,2018,Male,South Korea,Dentistry and Related Specialties,Expired,1
282326,2018,Male,South Korea,Laboratories and Medical Technology,Expired Outdated,1
282335,2018,Male,South Africa,Pharmacists and Pharmacy Technicians,Expired Outdated,1
282349,2018,Male,South Africa,Pharmacists and Pharmacy Technicians,Expired,1
282403,2018,Male,Saudi Arabia,Medicine and Surgery,Not Classified Not Registered,1
282411,2018,Male,Saudi Arabia,Dentistry and Related Specialties,Non Active,1
282416,2018,Male,Saudi Arabia,Laboratories and Medical Technology,Classified Not Registered,1
282464,2018,Male,Slovakia,Laboratories and Medical Technology,Expired Outdated,1
282537,2018,Male,Sweden,Medicine and Surgery,Expired,1
282548,2018,Male,Sudan,Nursing and Midwifery,Not Classified Not Registered,1
282549,2018,Male,Sudan,Nursing and Midwifery,Valid,1
282560,2018,Male,Sudan,Technicians and Health Assistants,Not Classified Not Registered,1
282561,2018,Male,Sudan,Technicians and Health Assistants,Valid,1
282563,2018,Male,Sudan,Therapy and Rehabilitation,Classified Not Registered,1
282566,2018,Male,Sudan,Therapy and Rehabilitation,Valid,1
282680,2018,Male,South Korea,Nursing and Midwifery,Expired Outdated,1
282685,2018,Male,Spain,Laboratories and Medical Technology,Expired Outdated,1
282687,2018,Male,Spain,Nursing and Midwifery,Expired Outdated,1
282696,2018,Male,Sri Lanka,Dentistry and Related Specialties,Expired Outdated,1
282698,2018,Male,Sri Lanka,Medicine and Surgery,Expired,1
282713,2018,Male,Sudan,Medicine and Surgery,Not Classified Not Registered,1
282740,2018,Male,Sudan,Dentistry and Related Specialties,Valid,1
282771,2018,Male,Pakistan,Dentistry and Related Specialties,Valid,1
282809,2018,Male,Nigeria,Technicians and Health Assistants,Expired Outdated,1
282810,2018,Male,Nigeria,Therapy and Rehabilitation,Valid,1
282811,2018,Male,Oman,Dentistry and Related Specialties,Expired Outdated,1
282823,2018,Male,Oman,Medicine and Surgery,Expired Outdated,1
282826,2018,Male,Oman,Pharmacists and Pharmacy Technicians,Expired Outdated,1
282834,2018,Male,Pakistan,Medicine and Surgery,Not Classified Not Registered,1
282870,2018,Male,Pakistan,Pharmacists and Pharmacy Technicians,Not Classified Not Registered,1
282909,2018,Male,Myanmar,Medicine and Surgery,Expired Outdated,1
282935,2018,Male,Morocco,Technicians and Health Assistants,Expired Outdated,1
282942,2018,Male,Malaysia,Technicians and Health Assistants,Expired,1
282943,2018,Male,Malaysia,Technicians and Health Assistants,Expired Outdated,1
282951,2018,Male,Mali,Pharmacists and Pharmacy Technicians,Expired Outdated,1
282959,2018,Male,Mauritius,Medicine and Surgery,Expired Outdated,1
282964,2018,Male,Morocco,Medicine and Surgery,Expired Outdated,1
282967,2018,Male,Morocco,Nursing and Midwifery,Expired Outdated,1
282979,2018,Male,Nigeria,Dentistry and Related Specialties,Expired Outdated,1
282982,2018,Male,Nigeria,Laboratories and Medical Technology,Expired,1
283009,2018,Male,Nepal,Pharmacists and Pharmacy Technicians,Expired Outdated,1
283010,2018,Male,Netherlands,Medicine and Surgery,Expired Outdated,1
283011,2018,Male,Netherlands,Pharmacists and Pharmacy Technicians,Expired,1
283018,2018,Male,Netherlands,Pharmacists and Pharmacy Technicians,Expired Outdated,1
283057,2018,Male,Poland,Medicine and Surgery,Expired,1
283062,2018,Male,Poland,Therapy and Rehabilitation,Expired Outdated,1
283066,2018,Male,Portugal,Dentistry and Related Specialties,Expired Outdated,1
283069,2018,Male,Philippines,Technicians and Health Assistants,Valid,1
283126,2018,Male,Russia,Medicine and Surgery,Expired,1
283145,2018,Male,Portugal,Laboratories and Medical Technology,Expired Outdated,1
283163,2018,Male,Portugal,Therapy and Rehabilitation,Expired Outdated,1
283165,2018,Male,Romania,Medicine and Surgery,Expired Outdated,1
283176,2018,Male,Palestine,Nursing and Midwifery,Expired,1
283188,2018,Male,Palestine,Pharmacists and Pharmacy Technicians,Valid,1
283190,2018,Male,Palestine,Technicians and Health Assistants,Expired Outdated,1
283218,2018,Male,Palestine,Dentistry and Related Specialties,Not Classified Not Registered,1
283242,2018,Male,Philippines,Laboratories and Medical Technology,Valid,1
283248,2018,Male,Philippines,Nursing and Midwifery,Non Active,1
283280,2018,Male,Philippines,Dentistry and Related Specialties,Valid,1
283302,2018,Male,Syria,Nursing and Midwifery,Valid,1
283312,2019,Female,Bahrain,Nursing and Midwifery,Non Active,1
283318,2019,Female,Bahrain,Pharmacists and Pharmacy Technicians,Expired,1
283319,2019,Female,Bahrain,Pharmacists and Pharmacy Technicians,Expired Outdated,1
283323,2019,Female,Bahrain,Technicians and Health Assistants,Expired Outdated,1
283329,2019,Female,Bahrain,Therapy and Rehabilitation,Expired,1
283342,2019,Female,Bahrain,Medicine and Surgery,Non Active,1
283347,2019,Female,Bahrain,Medicine and Surgery,Valid,1
283372,2019,Female,Bangladesh,Laboratories and Medical Technology,Expired Outdated,1
283389,2019,Female,Bangladesh,Medicine and Surgery,Expired,1
283397,2019,Female,Bangladesh,Technicians and Health Assistants,Expired,1
283402,2019,Female,Bangladesh,Laboratories and Medical Technology,Expired,1
283420,2019,Female,Bangladesh,Dentistry and Related Specialties,Expired,1
283437,2019,Female,Bahrain,Health Administration and Community Health,Expired,1
283446,2019,Female,Algeria,Medicine and Surgery,Non Active,1
283468,2019,Female,Argentina,Nursing and Midwifery,Expired Outdated,1
283472,2019,Female,Algeria,Medicine and Surgery,Expired,1
283480,2018,Male,Yemen,Therapy and Rehabilitation,Valid,1
283481,2019,Female,Afghanistan,Health Administration and Community Health,Non Active,1
283486,2019,Female,Afghanistan,Laboratories and Medical Technology,Expired Outdated,1
283488,2019,Female,Afghanistan,Nursing and Midwifery,Expired,1
283506,2019,Female,Australia,Therapy and Rehabilitation,Expired,1
283514,2019,Female,Azerbaijan,Dentistry and Related Specialties,Expired,1
283542,2019,Female,Australia,Dentistry and Related Specialties,Expired,1
283545,2019,Female,Australia,Laboratories and Medical Technology,Expired Outdated,1
283572,2019,Female,Czech Republic,Technicians and Health Assistants,Expired Outdated,1
283594,2019,Female,Djibouti,Laboratories and Medical Technology,Expired,1
283597,2019,Female,Djibouti,Medicine and Surgery,Expired Outdated,1
283601,2019,Female,Djibouti,Nursing and Midwifery,Expired Outdated,1
283615,2019,Female,Colombia,Nursing and Midwifery,Expired,1
283626,2019,Female,Cuba,Medicine and Surgery,Valid,1
283627,2019,Female,Czech Republic,Dentistry and Related Specialties,Expired Outdated,1
