,Active_Years,Gender_Name_En,Nationality_En,Medical_Field_En,Current_Speciality_Name_En,Number_of_Practitioners
293773,2019,Male,Philippines,Therapy and Rehabilitation,Anesthesia Technology,1
293774,2019,Male,Philippines,Technicians and Health Assistants,Plastering,1
293776,2019,Male,Philippines,Technicians and Health Assistants,Neurophysiology,1
293780,2019,Male,Philippines,Technicians and Health Assistants,Hemodialysis,1
293782,2019,Male,Philippines,Technicians and Health Assistants,Eeg,1
293784,2019,Male,Philippines,Nursing and Midwifery,Primary Health Care Nursing,1
293786,2019,Male,Poland,Medicine and Surgery,Anesthesia,1
293787,2019,Male,Portugal,Medicine and Surgery,Urology,1
293788,2019,Male,Portugal,Medicine and Surgery,General Surgery,1
293789,2019,Male,Portugal,Medicine and Surgery,Orthopedic Surgery,1
293792,2019,Male,Portugal,Medicine and Surgery,Obstetrics And Gynecology,1
293794,2019,Male,Portugal,Medicine and Surgery,Neurosurgery,1
293795,2019,Male,Portugal,Medicine and Surgery,Cardiovascular Medicine,1
293796,2019,Male,Poland,Medicine and Surgery,General Surgery,1
293798,2019,Male,Portugal,Medicine and Surgery,Anesthesia,1
293799,2019,Male,Portugal,Dentistry and Related Specialties,General Dentistry,1
293800,2019,Male,Poland,Medicine and Surgery,Orthopedic Surgery,1
293802,2019,Male,Poland,Medicine and Surgery,Internal Medicine,1
293803,2019,Male,Saudi Arabia,Health Administration and Community Health,Infection Control,1
293805,2019,Male,Saudi Arabia,Medicine and Surgery,Renal Pathology,1
293807,2019,Male,Saudi Arabia,Medicine and Surgery,Laboratory,1
293809,2019,Male,Saudi Arabia,Medicine and Surgery,Hematological Pathology,1
293813,2019,Male,Saudi Arabia,Medicine and Surgery,Foot And Ankle Care,1
293815,2019,Male,Saudi Arabia,Medicine and Surgery,Community Medicine,1
293816,2019,Male,Saudi Arabia,Medicine and Surgery,Clinical Toxicology,1
293822,2019,Male,Saudi Arabia,Medicine and Surgery,Mallaria,1
293824,2019,Male,Saudi Arabia,Medicine and Surgery,Medical Biochemistry,1
293825,2019,Male,Saudi Arabia,Medicine and Surgery,Pediatric Intensive Care,1
293828,2019,Male,Saudi Arabia,Medicine and Surgery,Radiological Technology,1
293829,2019,Male,Saudi Arabia,Medicine and Surgery,Pediatric Surgery,1
293830,2019,Male,Saudi Arabia,Medicine and Surgery,Pediatric Oncology,1
293834,2019,Male,Saudi Arabia,Medicine and Surgery,Organ Transplant,1
293839,2019,Male,Saudi Arabia,Medicine and Surgery,Medical Genetics,1
293841,2019,Male,Saudi Arabia,Medicine and Surgery,Allergy and Immumology,1
293843,2019,Male,Saudi Arabia,Health Administration and Community Health,Psychology,1
293845,2019,Male,Saudi Arabia,Laboratories and Medical Technology,Biological Science,1
293846,2019,Male,Saudi Arabia,Laboratories and Medical Technology,Acupuncture,1
293848,2019,Male,Saudi Arabia,Health Administration and Community Health,Public Health - Community Health,1
293850,2019,Male,Saudi Arabia,Health Administration and Community Health,Preventive Health,1
293851,2019,Male,Saudi Arabia,Laboratories and Medical Technology,Chiropractic,1
293853,2019,Male,Saudi Arabia,Health Administration and Community Health,Operation Rooms,1
293858,2019,Male,Saudi Arabia,Laboratories and Medical Technology,Biology ( Genomic & Biotechnology ),1
293859,2019,Male,Saudi Arabia,Laboratories and Medical Technology,Clinical Physiology,1
293864,2019,Male,Saudi Arabia,Laboratories and Medical Technology,Microbiology - Parasitology,1
293867,2019,Male,Saudi Arabia,Laboratories and Medical Technology,Laboratory-Dna,1
293868,2019,Male,Saudi Arabia,Laboratories and Medical Technology,Laboratory - Histopathology,1
293869,2019,Male,Saudi Arabia,Laboratories and Medical Technology,Dental Technology,1
293870,2019,Male,Saudi Arabia,Laboratories and Medical Technology,Laboratory - Embryology,1
293873,2019,Male,Saudi Arabia,Laboratories and Medical Technology,Health Environmentalist,1
293874,2019,Male,Saudi Arabia,Laboratories and Medical Technology,Genetics - Bioinformatics Of Clinical Genetics,1
293875,2019,Male,Saudi Arabia,Laboratories and Medical Technology,Forensic And Analytical Science,1
293877,2019,Male,Iraq,Medicine and Surgery,Cardiovascular Medicine,1
293880,2019,Female,Yemen,Laboratories and Medical Technology,Medical Devices,1
293881,2019,Female,Yemen,Laboratories and Medical Technology,Laboratory - Microbiology,1
293886,2019,Female,Yemen,Dentistry and Related Specialties,Dental Hygiene,1
293887,2019,Female,Yemen,Dentistry and Related Specialties,Dental,1
293888,2019,Female,Venezuela,Laboratories and Medical Technology,Cardiovascular Technology,1
293890,2019,Female,Venezuela,Dentistry and Related Specialties,Prosthodontics,1
293892,2019,Female,Unknown,Technicians and Health Assistants,Medical Secretary,1
293895,2019,Female,Yemen,Laboratories and Medical Technology,Radiological Technology,1
293896,2019,Female,Yemen,Medicine and Surgery,Anatomic Pathology,1
293898,2019,Female,Yemen,Nursing and Midwifery,Midwifery,1
293899,2019,Female,Yemen,Therapy and Rehabilitation,Optometry,1
293900,2019,Female,Yemen,Therapy and Rehabilitation,Occupational Therapy,1
293901,2019,Female,Yemen,Therapy and Rehabilitation,Anesthesia Technology,1
293902,2019,Female,Yemen,Technicians and Health Assistants,Ophthalmology,1
293906,2019,Female,Yemen,Medicine and Surgery,Anesthesia,1
293907,2019,Female,Yemen,Medicine and Surgery,Ophthalmology,1
293908,2019,Female,Yemen,Medicine and Surgery,Family Medicine,1
293909,2019,Female,Yemen,Medicine and Surgery,Emergency Medicine,1
293910,2019,Female,Yemen,Medicine and Surgery,Diagnostic Radiology,1
293913,2019,Female,United States,Therapy and Rehabilitation,Sociology,1
293916,2019,Female,United States,Therapy and Rehabilitation,Psychology - Clinical Psychology,1
293919,2019,Female,United States,Medicine and Surgery,Clinical Pathology,1
293920,2019,Female,United States,Dentistry and Related Specialties,Prosthodontics,1
293924,2019,Female,United States,Dentistry and Related Specialties,Orthodontics And Dentofacial Orthopdics,1
293926,2019,Female,United States,Dentistry and Related Specialties,Dental Technology,1
293929,2019,Female,United Kingdom,Therapy and Rehabilitation,Podiatry,1
293930,2019,Female,United Kingdom,Therapy and Rehabilitation,Occupational Therapy,1
293932,2019,Female,United States,Medicine and Surgery,Dermatology,1
293934,2019,Female,United States,Medicine and Surgery,Diagnostic Ultrasound,1
293938,2019,Female,United States,Therapy and Rehabilitation,Psychology,1
293939,2019,Female,United States,Therapy and Rehabilitation,Physiotherapy,1
293941,2019,Female,United States,Technicians and Health Assistants,Laboratory-Biochemistry,1
293942,2019,Female,United States,Nursing and Midwifery,Nursing Administration,1
293944,2019,Female,United States,Medicine and Surgery,Psychiatry,1
293946,2019,Female,United States,Medicine and Surgery,Preventive Medicine And Public Health,1
293947,2019,Female,United States,Medicine and Surgery,Pediatric Neurology,1
293948,2019,Female,United States,Medicine and Surgery,Neurology,1
293949,2019,Female,United States,Medicine and Surgery,Gastroenterology,1
293951,2019,Female,Yemen,Therapy and Rehabilitation,Respiratory Therapy,1
293954,2019,Male,Bahrain,Medicine and Surgery,Otorhinolaryngology ( Ent ),1
293957,2019,Male,Bahrain,Medicine and Surgery,Dermatology,1
293959,2019,Male,Bahrain,Health Administration and Community Health,Public Health,1
293960,2019,Male,Azerbaijan,Medicine and Surgery,Neurosurgery,1
293961,2019,Male,Azerbaijan,Medicine and Surgery,General Practice,1
293962,2019,Male,Azerbaijan,Dentistry and Related Specialties,General Dentistry,1
293963,2019,Male,Austria,Medicine and Surgery,Urology,1
293965,2019,Male,Austria,Medicine and Surgery,Neurosurgery,1
293968,2019,Male,Austria,Medicine and Surgery,General Surgery,1
293972,2019,Male,Bangladesh,Medicine and Surgery,Medical Microbiology,1
293974,2019,Male,Bangladesh,Medicine and Surgery,Pulmonology,1
293976,2019,Male,Bangladesh,Medicine and Surgery,Orthopedic Surgery,1
293977,2019,Male,Bangladesh,Medicine and Surgery,Neurology,1
293979,2019,Male,Bangladesh,Medicine and Surgery,Dermatology,1
293980,2019,Male,Bahrain,Medicine and Surgery,Psychiatry,1
293982,2019,Male,Bangladesh,Medicine and Surgery,Anatomic Pathology,1
293983,2019,Male,Bangladesh,Laboratories and Medical Technology,Radiological Technology,1
293984,2019,Male,Bangladesh,Laboratories and Medical Technology,Laboratory,1
293985,2019,Male,Bahrain,Nursing and Midwifery,Nursing,1
293986,2019,Male,Bahrain,Medicine and Surgery,Urology,1
293987,2019,Male,Australia,Therapy and Rehabilitation,Occupational Therapy,1
293988,2019,Male,Australia,Pharmacists and Pharmacy Technicians,Pharmacy,1
293990,2019,Male,Afghanistan,Therapy and Rehabilitation,Physiotherapy,1
293991,2019,Male,Algeria,Medicine and Surgery,Anesthesia,1
293993,2019,Male,Algeria,Laboratories and Medical Technology,Prosthetics & Orthotics,1
293995,2019,Male,Algeria,Dentistry and Related Specialties,Dental Technology,1
293996,2019,Male,Albania,Nursing and Midwifery,Nursing,1
293997,2019,Male,Afghanistan,Technicians and Health Assistants,Optics,1
293998,2019,Male,Algeria,Medicine and Surgery,Internal Medicine,1
293999,2019,Male,Afghanistan,Pharmacists and Pharmacy Technicians,Pharmacy,1
294000,2019,Male,Afghanistan,Health Administration and Community Health,Health Administration,1
294003,2019,Male,Afghanistan,Dentistry and Related Specialties,General Dentistry,1
294004,2019,Female,Zimbabwe,Laboratories and Medical Technology,Radiological Technology,1
294006,2019,Male,Algeria,Medicine and Surgery,Neurosurgery,1
294009,2019,Male,Australia,Medicine and Surgery,Physical Medicine And Rehabilitation,1
294011,2019,Male,Australia,Medicine and Surgery,General Surgery,1
294015,2019,Male,Australia,Medicine and Surgery,Family Medicine,1
294017,2019,Male,Australia,Laboratories and Medical Technology,Radiological Technology,1
294018,2019,Male,Australia,Dentistry and Related Specialties,General Dentistry,1
294019,2019,Male,Australia,Dentistry and Related Specialties,Dental Public Health,1
294021,2019,Male,Armenia,Medicine and Surgery,Vascular Surgery,1
294022,2019,Male,Armenia,Medicine and Surgery,Pediatrics,1
294024,2019,Female,United Kingdom,Nursing and Midwifery,Oncology and Palliative Care Nursing,1
294025,2019,Female,United Kingdom,Medicine and Surgery,Radiation Oncology,1
294028,2019,Female,Sudan,Technicians and Health Assistants,Food Science And Technology,1
294029,2019,Female,Sudan,Technicians and Health Assistants,Cardiac Catheterization,1
294030,2019,Female,Sudan,Technicians and Health Assistants,Biology ( Genomic & Biotechnology ),1
294031,2019,Female,Sudan,Pharmacists and Pharmacy Technicians,Pharmacology,1
294032,2019,Female,Sudan,Nursing and Midwifery,Unknown,1
294033,2019,Female,Sudan,Nursing and Midwifery,Obstetrics And Gynecologic Nursing,1
294035,2019,Female,Sudan,Nursing and Midwifery,Medical And Surgical Nursing,1
294037,2019,Female,Sudan,Medicine and Surgery,Unknown,1
294039,2019,Female,Sudan,Medicine and Surgery,Plastic Surgery,1
294041,2019,Female,Sudan,Medicine and Surgery,Otorhinolaryngology ( Ent ),1
294043,2019,Female,Sudan,Technicians and Health Assistants,Laboratory-Biochemistry,1
294044,2019,Female,Sudan,Technicians and Health Assistants,Ophthalmology,1
294047,2019,Female,Syria,Laboratories and Medical Technology,Prosthetics & Orthotics,1
294048,2019,Female,Syria,Laboratories and Medical Technology,Microbiology - Molecular Microbiology,1
294049,2019,Female,Syria,Laboratories and Medical Technology,Laboratory - Clinical Biochemistry,1
294053,2019,Female,Sudan,Technicians and Health Assistants,Unknown,1
294056,2019,Female,Syria,Dentistry and Related Specialties,Dental Hygiene,1
294057,2019,Female,Syria,Dentistry and Related Specialties,Dental Assistant,1
294059,2019,Female,Sudan,Therapy and Rehabilitation,Audiology,1
294060,2019,Female,Sudan,Medicine and Surgery,Medical Microbiology,1
294062,2019,Female,Sudan,Medicine and Surgery,Hematology,1
294063,2019,Female,Sudan,Dentistry and Related Specialties,Pediatric Dentistry,1
294064,2019,Female,Sudan,Health Administration and Community Health,Health Education,1
294065,2019,Female,Sudan,Health Administration and Community Health,Epidemiology,1
294066,2019,Female,Sudan,Dentistry and Related Specialties,Preventive Dentistry,1
294069,2019,Female,Sudan,Dentistry and Related Specialties,Periodontics,1
294071,2019,Female,Sudan,Health Administration and Community Health,Health Informatics,1
294073,2019,Female,Sudan,Dentistry and Related Specialties,Oral And Maxillofacial Radiology,1
294076,2019,Female,Sudan,Dentistry and Related Specialties,Dental Surgery,1
294077,2019,Female,Sudan,Dentistry and Related Specialties,Dental Public Health,1
294079,2019,Female,Sudan,Laboratories and Medical Technology,Biomedical Technology,1
294082,2019,Female,Sudan,Medicine and Surgery,Allergy and Immumology,1
294089,2019,Female,Sudan,Laboratories and Medical Technology,Biotechnology,1
294095,2019,Female,Sudan,Laboratories and Medical Technology,Laboratory - Clinical Immunology,1
294096,2019,Female,Syria,Medicine and Surgery,Critical Care Medicine,1
294099,2019,Female,Syria,Medicine and Surgery,Emergency Medicine,1
294103,2019,Female,Tunisia,Technicians and Health Assistants,Emergency Medical Services,1
294105,2019,Female,Tunisia,Pharmacists and Pharmacy Technicians,Pharmacy,1
294108,2019,Female,Tunisia,Medicine and Surgery,Physical Medicine And Rehabilitation,1
294109,2019,Female,Tunisia,Medicine and Surgery,Pediatric Psychiatry,1
294111,2019,Female,Tunisia,Medicine and Surgery,Otorhinolaryngology ( Ent ),1
294112,2019,Female,Tunisia,Medicine and Surgery,Ophthalmology,1
294114,2019,Female,Tunisia,Medicine and Surgery,Medical Microbiology,1
294116,2019,Female,Tunisia,Technicians and Health Assistants,Optics,1
294117,2019,Female,Turkey,Dentistry and Related Specialties,Orthodontics And Dentofacial Orthopdics,1
294118,2019,Female,United Kingdom,Laboratories and Medical Technology,Laboratory - Microbiology,1
294119,2019,Female,United Kingdom,Medicine and Surgery,Pediatrics,1
294120,2019,Female,United Kingdom,Medicine and Surgery,General Surgery,1
294121,2019,Female,United Kingdom,Medicine and Surgery,Diagnostic Radiology,1
294122,2019,Female,United Kingdom,Medicine and Surgery,Cardiovascular Medicine,1
294124,2019,Female,United Kingdom,Medicine and Surgery,Cardiac Surgery,1
294125,2019,Female,United Kingdom,Dentistry and Related Specialties,Prosthodontics,1
294126,2019,Female,Turkey,Medicine and Surgery,Plastic Surgery,1
294127,2019,Female,United Kingdom,Dentistry and Related Specialties,Conservative Dentistry,1
294128,2019,Female,United Arab Emirates,Dentistry and Related Specialties,General Dentistry,1
294129,2019,Female,Ukraine,Dentistry and Related Specialties,General Dentistry,1
294130,2019,Female,Turkmenistan,Nursing and Midwifery,Nursing,1
294133,2019,Female,Tunisia,Medicine and Surgery,General Surgery,1
294134,2019,Female,Tunisia,Medicine and Surgery,Emergency Medicine,1
294137,2019,Female,Syria,Technicians and Health Assistants,Food Science And Technology,1
294138,2019,Female,Syria,Pharmacists and Pharmacy Technicians,Quality Control Of Pharmaceutical,1
294144,2019,Female,Syria,Technicians and Health Assistants,Laboratory-Biochemistry,1
294145,2019,Female,Syria,Medicine and Surgery,Otorhinolaryngology ( Ent ),1
294147,2019,Female,Syria,Medicine and Surgery,Neurology,1
294148,2019,Female,Syria,Medicine and Surgery,Hematology And Ocology,1
294151,2019,Female,Syria,Technicians and Health Assistants,Laboratory ( Microbiology),1
294152,2019,Female,Syria,Therapy and Rehabilitation,Anesthesia Technology,1
294153,2019,Female,Tunisia,Medicine and Surgery,Angiology,1
294154,2019,Female,Syria,Therapy and Rehabilitation,Social Service,1
294155,2019,Female,Tunisia,Dentistry and Related Specialties,Dental Public Health,1
294156,2019,Female,Thailand,Nursing and Midwifery,Nursing,1
294158,2019,Female,Thailand,Laboratories and Medical Technology,Laboratory,1
294159,2019,Female,Tanzania,Nursing and Midwifery,Nursing,1
294160,2019,Female,Syria,Therapy and Rehabilitation,Speech and Hearing Therapy,1
294163,2019,Female,Syria,Therapy and Rehabilitation,Psychology - Counseling Psychology,1
294165,2019,Female,Syria,Therapy and Rehabilitation,Psychology - Clinical Psychology,1
294167,2019,Female,Syria,Therapy and Rehabilitation,Cardiac Perfusion,1
294169,2019,Male,Bangladesh,Medicine and Surgery,Urology,1
294171,2019,Male,Indonesia,Nursing and Midwifery,Unknown,1
294172,2019,Male,Germany,Dentistry and Related Specialties,Oral And Maxillofacial Surgery,1
294173,2019,Male,Greece,Medicine and Surgery,Hematology And Ocology,1
294174,2019,Male,Greece,Medicine and Surgery,Critical Care Medicine,1
294176,2019,Male,Greece,Dentistry and Related Specialties,Orthodontics And Dentofacial Orthopdics,1
294178,2019,Male,Ghana,Pharmacists and Pharmacy Technicians,Clinical Pharmacy,1
294179,2019,Male,Ghana,Laboratories and Medical Technology,Laboratory,1
294181,2019,Male,Germany,Nursing and Midwifery,Nursing,1
294182,2019,Male,Germany,Medicine and Surgery,Urology,1
294183,2019,Male,Germany,Medicine and Surgery,Plastic Surgery,1
294184,2019,Male,Germany,Medicine and Surgery,Ophthalmology,1
