,Active_Years,Gender_Name_En,Nationality_En,Medical_Field_En,Number_of_Practitioners
229228,2016,Male,Spain,Laboratories and Medical Technology,1
229230,2016,Male,Spain,Nursing and Midwifery,1
229231,2016,Male,Sri Lanka,Dentistry and Related Specialties,1
229236,2016,Male,Sri Lanka,Therapy and Rehabilitation,1
229237,2016,Male,South Korea,Laboratories and Medical Technology,1
229245,2016,Male,Sweden,Dentistry and Related Specialties,1
229248,2016,Male,Somalia,Therapy and Rehabilitation,1
229250,2016,Male,South Africa,Dentistry and Related Specialties,1
229267,2016,Male,South Korea,Dentistry and Related Specialties,1
229270,2016,Male,Portugal,Pharmacists and Pharmacy Technicians,1
229274,2016,Male,Netherlands,Pharmacists and Pharmacy Technicians,1
229278,2016,Male,Netherlands,Therapy and Rehabilitation,1
229283,2016,Male,New Zealand,Laboratories and Medical Technology,1
229287,2016,Male,Nigeria,Health Administration and Community Health,1
229291,2016,Male,Nepal,Technicians and Health Assistants,1
229292,2016,Male,Nigeria,Technicians and Health Assistants,1
229293,2016,Male,Mauritius,Medicine and Surgery,1
229296,2016,Male,Mali,Pharmacists and Pharmacy Technicians,1
229298,2016,Male,Mali,Therapy and Rehabilitation,1
229303,2016,Male,Morocco,Technicians and Health Assistants,1
229304,2016,Male,Mauritius,Nursing and Midwifery,1
229305,2016,Male,Mauritius,Pharmacists and Pharmacy Technicians,1
229307,2016,Male,Mexico,Dentistry and Related Specialties,1
229310,2016,Male,Morocco,Medicine and Surgery,1
229328,2016,Male,Poland,Therapy and Rehabilitation,1
229329,2016,Male,Portugal,Laboratories and Medical Technology,1
229338,2016,Male,Oman,Dentistry and Related Specialties,1
229339,2016,Male,Oman,Medicine and Surgery,1
229342,2016,Male,Oman,Pharmacists and Pharmacy Technicians,1
229343,2016,Male,Oman,Therapy and Rehabilitation,1
229359,2017,Female,Belgium,Pharmacists and Pharmacy Technicians,1
229361,2017,Female,Bangladesh,Health Administration and Community Health,1
229364,2017,Female,Bangladesh,Technicians and Health Assistants,1
229365,2017,Female,Belarus,Nursing and Midwifery,1
229368,2017,Female,Brazil,Dentistry and Related Specialties,1
229371,2017,Female,Brazil,Medicine and Surgery,1
229372,2017,Female,Brazil,Nursing and Midwifery,1
229375,2017,Female,Cameroon,Nursing and Midwifery,1
229378,2017,Female,Bahrain,Technicians and Health Assistants,1
229379,2017,Female,Bahrain,Laboratories and Medical Technology,1
229396,2017,Female,Azerbaijan,Dentistry and Related Specialties,1
229402,2017,Female,Algeria,Therapy and Rehabilitation,1
229406,2017,Female,Colombia,Dentistry and Related Specialties,1
229408,2017,Female,Colombia,Nursing and Midwifery,1
229409,2017,Female,Croatia,Therapy and Rehabilitation,1
229412,2017,Female,Cuba,Nursing and Midwifery,1
229415,2017,Female,Czech Republic,Laboratories and Medical Technology,1
229419,2017,Female,Czech Republic,Technicians and Health Assistants,1
229421,2017,Female,Denmark,Dentistry and Related Specialties,1
229432,2017,Female,Canada,Technicians and Health Assistants,1
229435,2017,Female,China,Pharmacists and Pharmacy Technicians,1
229441,2017,Female,Chile,Nursing and Midwifery,1
229443,2017,Female,China,Laboratories and Medical Technology,1
229451,2016,Male,United Arab Emirates,Medicine and Surgery,1
229457,2016,Male,Turkmenistan,Laboratories and Medical Technology,1
229466,2016,Male,Uganda,Laboratories and Medical Technology,1
229467,2016,Male,Turkey,Therapy and Rehabilitation,1
229478,2016,Male,Thailand,Technicians and Health Assistants,1
229489,2016,Male,United Kingdom,Pharmacists and Pharmacy Technicians,1
229492,2016,Male,Unknown,Therapy and Rehabilitation,1
229501,2016,Male,Unknown,Technicians and Health Assistants,1
229505,2017,Female,Afghanistan,Laboratories and Medical Technology,1
229508,2017,Female,Afghanistan,Nursing and Midwifery,1
229509,2017,Female,Albania,Nursing and Midwifery,1
229526,2016,Male,Unknown,Dentistry and Related Specialties,1
229528,2016,Male,Unknown,Medicine and Surgery,1
229531,2016,Male,Unknown,Nursing and Midwifery,1
229539,2016,Male,Afghanistan,Technicians and Health Assistants,1
229541,2016,Male,Afghanistan,Therapy and Rehabilitation,1
229543,2016,Male,Albania,Nursing and Midwifery,1
229544,2016,Male,Algeria,Dentistry and Related Specialties,1
229550,2016,Male,Australia,Health Administration and Community Health,1
229575,2016,Female,Yugoslavia,Medicine and Surgery,1
229577,2016,Male,Australia,Pharmacists and Pharmacy Technicians,1
229579,2016,Male,Australia,Technicians and Health Assistants,1
229580,2016,Male,Cameroon,Medicine and Surgery,1
229581,2016,Male,Belgium,Therapy and Rehabilitation,1
229583,2016,Male,Bulgaria,Medicine and Surgery,1
229586,2016,Male,Burma,Medicine and Surgery,1
229587,2016,Male,Cameroon,Laboratories and Medical Technology,1
229591,2016,Male,Canada,Health Administration and Community Health,1
229595,2016,Male,Chad,Laboratories and Medical Technology,1
229596,2016,Male,Chad,Therapy and Rehabilitation,1
229597,2016,Male,China,Medicine and Surgery,1
229601,2016,Male,Australia,Therapy and Rehabilitation,1
229608,2016,Male,Bahrain,Therapy and Rehabilitation,1
229626,2016,Female,Syria,Health Administration and Community Health,1
229637,2016,Female,Taiwan,Therapy and Rehabilitation,1
229641,2016,Female,Thailand,Health Administration and Community Health,1
229642,2016,Female,Thailand,Laboratories and Medical Technology,1
229645,2016,Female,Thailand,Pharmacists and Pharmacy Technicians,1
229649,2016,Female,Sri Lanka,Dentistry and Related Specialties,1
229656,2016,Female,Sweden,Therapy and Rehabilitation,1
229661,2016,Female,Sweden,Dentistry and Related Specialties,1
229665,2016,Female,Thailand,Nursing and Midwifery,1
229671,2016,Female,United Kingdom,Health Administration and Community Health,1
229678,2016,Female,United Arab Emirates,Nursing and Midwifery,1
229684,2016,Female,Unknown,Nursing and Midwifery,1
229685,2016,Female,Unknown,Therapy and Rehabilitation,1
229690,2016,Female,Turkey,Pharmacists and Pharmacy Technicians,1
229694,2016,Female,Turkey,Dentistry and Related Specialties,1
229699,2016,Female,Turkmenistan,Technicians and Health Assistants,1
229703,2016,Female,Uganda,Nursing and Midwifery,1
229704,2016,Female,Ukraine,Dentistry and Related Specialties,1
229710,2016,Male,China,Therapy and Rehabilitation,1
229712,2016,Male,Indonesia,Pharmacists and Pharmacy Technicians,1
229719,2016,Male,Indonesia,Dentistry and Related Specialties,1
229724,2016,Male,Iraq,Pharmacists and Pharmacy Technicians,1
229726,2016,Male,Ireland,Dentistry and Related Specialties,1
229733,2016,Male,Ireland,Therapy and Rehabilitation,1
229734,2016,Male,Immigrant Tribes,Medicine and Surgery,1
229741,2016,Male,Immigrant Tribes,Health Administration and Community Health,1
229743,2016,Male,Immigrant Tribes,Nursing and Midwifery,1
229745,2016,Male,Immigrant Tribes,Pharmacists and Pharmacy Technicians,1
229747,2016,Male,Immigrant Tribes,Technicians and Health Assistants,1
229753,2016,Male,Ireland,Pharmacists and Pharmacy Technicians,1
229758,2016,Male,Kuwait,Laboratories and Medical Technology,1
229762,2016,Male,Kuwait,Therapy and Rehabilitation,1
229771,2016,Male,Lebanon,Technicians and Health Assistants,1
229774,2016,Male,Libya,Pharmacists and Pharmacy Technicians,1
229779,2016,Male,Italy,Laboratories and Medical Technology,1
229788,2016,Male,Kosovo,Therapy and Rehabilitation,1
229795,2016,Male,Kenya,Dentistry and Related Specialties,1
229796,2016,Male,Kenya,Medicine and Surgery,1
229797,2016,Male,Hungary,Medicine and Surgery,1
229807,2016,Male,Eritrea,Dentistry and Related Specialties,1
229814,2016,Male,Eritrea,Pharmacists and Pharmacy Technicians,1
229824,2016,Male,Costa Rica,Technicians and Health Assistants,1
229835,2016,Male,Djibouti,Dentistry and Related Specialties,1
229836,2016,Male,Dominican Republic,Medicine and Surgery,1
229843,2016,Male,Greece,Therapy and Rehabilitation,1
229848,2016,Male,Ghana,Technicians and Health Assistants,1
229858,2016,Male,Greece,Nursing and Midwifery,1
229864,2016,Male,Ghana,Pharmacists and Pharmacy Technicians,1
229866,2016,Male,Germany,Laboratories and Medical Technology,1
229868,2016,Male,France,Laboratories and Medical Technology,1
229870,2016,Male,France,Nursing and Midwifery,1
229871,2016,Male,France,Pharmacists and Pharmacy Technicians,1
229873,2016,Male,Gambia,Laboratories and Medical Technology,1
229879,2016,Male,Germany,Nursing and Midwifery,1
229881,2016,Male,Germany,Technicians and Health Assistants,1
229882,2016,Male,Ghana,Laboratories and Medical Technology,1
229884,2016,Male,Ghana,Medicine and Surgery,1
231297,2017,Female,Denmark,Medicine and Surgery,1
231299,2020,Female,Afghanistan,Health Administration and Community Health,1
231305,2018,Male,Unknown,Medicine and Surgery,1
231306,2018,Male,Unknown,Pharmacists and Pharmacy Technicians,1
231308,2018,Male,Unknown,Therapy and Rehabilitation,1
231319,2019,Female,Afghanistan,Health Administration and Community Health,1
231320,2018,Male,Unknown,Dentistry and Related Specialties,1
231324,2018,Male,Turkmenistan,Laboratories and Medical Technology,1
231325,2018,Male,Uganda,Laboratories and Medical Technology,1
231331,2018,Male,United Kingdom,Health Administration and Community Health,1
231335,2018,Male,United Kingdom,Pharmacists and Pharmacy Technicians,1
231342,2019,Female,Afghanistan,Laboratories and Medical Technology,1
231344,2019,Female,Afghanistan,Nursing and Midwifery,1
231350,2019,Female,Bahrain,Health Administration and Community Health,1
231354,2019,Female,Bahrain,Technicians and Health Assistants,1
231361,2019,Female,Bangladesh,Technicians and Health Assistants,1
231362,2019,Female,Belarus,Medicine and Surgery,1
231363,2019,Female,Belgium,Pharmacists and Pharmacy Technicians,1
231370,2019,Female,Argentina,Nursing and Midwifery,1
231372,2019,Female,Australia,Laboratories and Medical Technology,1
231377,2019,Female,Azerbaijan,Dentistry and Related Specialties,1
231390,2018,Male,South Korea,Dentistry and Related Specialties,1
231392,2018,Male,South Korea,Laboratories and Medical Technology,1
231393,2018,Male,South Korea,Nursing and Midwifery,1
231397,2018,Male,Spain,Laboratories and Medical Technology,1
231400,2018,Male,Spain,Nursing and Midwifery,1
231402,2018,Male,Sri Lanka,Dentistry and Related Specialties,1
231412,2018,Male,Slovakia,Laboratories and Medical Technology,1
231417,2018,Male,Somalia,Health Administration and Community Health,1
231420,2018,Male,Somalia,Pharmacists and Pharmacy Technicians,1
231423,2018,Male,Somalia,Therapy and Rehabilitation,1
231425,2018,Male,South Africa,Dentistry and Related Specialties,1
231432,2018,Male,Turkey,Therapy and Rehabilitation,1
231437,2018,Male,Thailand,Laboratories and Medical Technology,1
231476,2019,Female,Bosnia And Herzegovina,Therapy and Rehabilitation,1
231480,2019,Female,Immigrant Tribes,Technicians and Health Assistants,1
231484,2019,Female,India,Health Administration and Community Health,1
231499,2019,Female,Germany,Therapy and Rehabilitation,1
231502,2019,Female,Gambia,Technicians and Health Assistants,1
231505,2019,Female,Germany,Nursing and Midwifery,1
231507,2019,Female,Germany,Pharmacists and Pharmacy Technicians,1
231510,2019,Female,Ghana,Nursing and Midwifery,1
231512,2019,Female,Greece,Therapy and Rehabilitation,1
231515,2019,Female,Guinea,Medicine and Surgery,1
231516,2019,Female,Hungary,Medicine and Surgery,1
231517,2019,Female,Iceland,Nursing and Midwifery,1
231518,2019,Female,Indonesia,Medicine and Surgery,1
231519,2019,Female,Indonesia,Technicians and Health Assistants,1
231520,2019,Female,France,Nursing and Midwifery,1
231526,2019,Female,Kazakhstan,Laboratories and Medical Technology,1
231529,2019,Female,Kenya,Laboratories and Medical Technology,1
231539,2019,Female,Kyrgyzstan,Medicine and Surgery,1
231545,2019,Female,Iraq,Dentistry and Related Specialties,1
231550,2019,Female,Iraq,Nursing and Midwifery,1
231552,2019,Female,Iraq,Therapy and Rehabilitation,1
231554,2019,Female,Ireland,Dentistry and Related Specialties,1
231560,2019,Female,Italy,Dentistry and Related Specialties,1
231563,2019,Female,France,Medicine and Surgery,1
231564,2019,Female,Brazil,Medicine and Surgery,1
231568,2019,Female,Colombia,Dentistry and Related Specialties,1
231570,2019,Female,Colombia,Nursing and Midwifery,1
231573,2019,Female,Czech Republic,Dentistry and Related Specialties,1
231576,2019,Female,Czech Republic,Technicians and Health Assistants,1
231583,2019,Female,Djibouti,Laboratories and Medical Technology,1
231584,2019,Female,China,Laboratories and Medical Technology,1
231586,2019,Female,Djibouti,Medicine and Surgery,1
231587,2019,Female,Canada,Technicians and Health Assistants,1
231588,2019,Female,Cameroon,Nursing and Midwifery,1
231589,2019,Female,Canada,Health Administration and Community Health,1
231597,2019,Female,Chile,Nursing and Midwifery,1
231601,2019,Female,Chad,Laboratories and Medical Technology,1
231602,2019,Female,Chad,Medicine and Surgery,1
231608,2019,Female,France,Laboratories and Medical Technology,1
231610,2019,Female,Ethiopia,Dentistry and Related Specialties,1
231616,2019,Female,Ethiopia,Pharmacists and Pharmacy Technicians,1
231617,2019,Female,Ethiopia,Technicians and Health Assistants,1
231624,2019,Female,Finland,Therapy and Rehabilitation,1
231636,2019,Female,Djibouti,Nursing and Midwifery,1
231646,2019,Female,Eritrea,Health Administration and Community Health,1
231652,2019,Female,Lebanon,Health Administration and Community Health,1
231657,2018,Male,Denmark,Nursing and Midwifery,1
231667,2018,Male,Eritrea,Pharmacists and Pharmacy Technicians,1
231670,2018,Male,Eritrea,Technicians and Health Assistants,1
231676,2018,Male,China,Medicine and Surgery,1
231677,2018,Male,Chad,Laboratories and Medical Technology,1
231681,2018,Male,Chad,Medicine and Surgery,1
231682,2018,Male,Chad,Therapy and Rehabilitation,1
231686,2018,Male,Croatia,Medicine and Surgery,1
231689,2018,Male,China,Therapy and Rehabilitation,1
231693,2018,Male,Costa Rica,Technicians and Health Assistants,1
231695,2018,Male,Ethiopia,Laboratories and Medical Technology,1
231700,2018,Male,Ghana,Laboratories and Medical Technology,1
231701,2018,Male,Ghana,Pharmacists and Pharmacy Technicians,1
231705,2018,Male,Ghana,Technicians and Health Assistants,1
231712,2018,Male,Greece,Nursing and Midwifery,1
231715,2018,Male,Hungary,Medicine and Surgery,1
231716,2018,Male,Iceland,Medicine and Surgery,1
231717,2018,Male,Germany,Technicians and Health Assistants,1
231718,2018,Male,Germany,Nursing and Midwifery,1
231722,2018,Male,Finland,Medicine and Surgery,1
231727,2018,Male,France,Nursing and Midwifery,1
231728,2018,Male,Germany,Laboratories and Medical Technology,1
231743,2018,Male,Afghanistan,Therapy and Rehabilitation,1
231746,2018,Male,Albania,Nursing and Midwifery,1
231747,2018,Male,Algeria,Dentistry and Related Specialties,1
231750,2018,Male,Algeria,Laboratories and Medical Technology,1
231751,2018,Male,Algeria,Pharmacists and Pharmacy Technicians,1
231762,2018,Male,Afghanistan,Technicians and Health Assistants,1
231773,2018,Female,Zimbabwe,Laboratories and Medical Technology,1
231776,2018,Male,Afghanistan,Health Administration and Community Health,1
231782,2018,Male,Afghanistan,Pharmacists and Pharmacy Technicians,1
231784,2018,Male,Australia,Pharmacists and Pharmacy Technicians,1
231786,2018,Male,Cameroon,Medicine and Surgery,1
231787,2018,Male,Belgium,Medicine and Surgery,1
231788,2018,Male,Belgium,Therapy and Rehabilitation,1
231790,2018,Male,Brazil,Dentistry and Related Specialties,1
231791,2018,Male,Burma,Medicine and Surgery,1
231807,2018,Male,Australia,Technicians and Health Assistants,1
231809,2018,Male,Australia,Therapy and Rehabilitation,1
231813,2018,Male,Bahrain,Health Administration and Community Health,1
231815,2018,Male,Bahrain,Nursing and Midwifery,1
231816,2018,Male,Bahrain,Therapy and Rehabilitation,1
231818,2018,Male,Bangladesh,Technicians and Health Assistants,1
231820,2018,Male,Bangladesh,Laboratories and Medical Technology,1
231827,2018,Male,Immigrant Tribes,Health Administration and Community Health,1
231829,2018,Male,Immigrant Tribes,Nursing and Midwifery,1
231831,2018,Male,Nigeria,Technicians and Health Assistants,1
231832,2018,Male,Oman,Dentistry and Related Specialties,1
231834,2018,Male,Oman,Medicine and Surgery,1
231836,2018,Male,Oman,Pharmacists and Pharmacy Technicians,1
231854,2018,Male,Morocco,Technicians and Health Assistants,1
231855,2018,Male,Myanmar,Medicine and Surgery,1
