,Active_Years,City_Name_En,Longitude,Latitude,Gender_Name_En,Nationality_En,Medical_Field_En,Number_of_Practitioners
552559,2018,Jazan,42.570567,16.889359,Female,Palestine,Pharmacists and Pharmacy Technicians,1
552560,2018,Jazan,42.570567,16.889359,Female,Syria,Pharmacists and Pharmacy Technicians,1
552564,2018,Jazan,42.570567,16.889359,Female,Sudan,Nursing and Midwifery,1
552573,2018,Jazan,42.570567,16.889359,Female,Palestine,Therapy and Rehabilitation,1
552576,2018,Jazan,42.570567,16.889359,Male,Philippines,Technicians and Health Assistants,1
552578,2018,Jeddah,39.192505,21.485811,Female,Chad,Therapy and Rehabilitation,1
552580,2018,Jeddah,39.192505,21.485811,Female,Canada,Therapy and Rehabilitation,1
552581,2018,Jeddah,39.192505,21.485811,Female,Canada,Pharmacists and Pharmacy Technicians,1
552582,2018,Jeddah,39.192505,21.485811,Female,Brazil,Dentistry and Related Specialties,1
552586,2018,Jeddah,39.192505,21.485811,Female,Belgium,Pharmacists and Pharmacy Technicians,1
552591,2018,Jeddah,39.192505,21.485811,Female,Bangladesh,Health Administration and Community Health,1
552592,2018,Jeddah,39.192505,21.485811,Female,Bahrain,Therapy and Rehabilitation,1
552593,2018,Jeddah,39.192505,21.485811,Female,Australia,Therapy and Rehabilitation,1
552594,2018,Jeddah,39.192505,21.485811,Female,Chad,Medicine and Surgery,1
552595,2018,Jeddah,39.192505,21.485811,Female,China,Pharmacists and Pharmacy Technicians,1
552599,2018,Jeddah,39.192505,21.485811,Female,France,Pharmacists and Pharmacy Technicians,1
552601,2018,Jeddah,39.192505,21.485811,Female,France,Nursing and Midwifery,1
552602,2018,Jeddah,39.192505,21.485811,Female,France,Dentistry and Related Specialties,1
552607,2018,Jeddah,39.192505,21.485811,Female,Eritrea,Health Administration and Community Health,1
552610,2018,Jeddah,39.192505,21.485811,Female,Djibouti,Nursing and Midwifery,1
552613,2018,Jeddah,39.192505,21.485811,Female,Australia,Nursing and Midwifery,1
552615,2018,Jeddah,39.192505,21.485811,Female,Algeria,Medicine and Surgery,1
552622,2018,Jazan,42.570567,16.889359,Male,Sudan,Technicians and Health Assistants,1
552625,2018,Jazan,42.570567,16.889359,Male,Sudan,Nursing and Midwifery,1
552631,2018,Jazan,42.570567,16.889359,Male,Russia,Medicine and Surgery,1
552635,2018,Jazan,42.570567,16.889359,Male,United States,Medicine and Surgery,1
552636,2018,Jeddah,39.192505,21.485811,Female,Afghanistan,Dentistry and Related Specialties,1
552637,2018,Jazan,42.570567,16.889359,Male,Yemen,Technicians and Health Assistants,1
552639,2018,Jazan,42.570567,16.889359,Male,Yemen,Nursing and Midwifery,1
552641,2018,Jazan,42.570567,16.889359,Male,Yemen,Dentistry and Related Specialties,1
552645,2018,Jazan,42.570567,16.889359,Male,United States,Laboratories and Medical Technology,1
552646,2018,Jazan,42.570567,16.889359,Male,United Kingdom,Laboratories and Medical Technology,1
552651,2018,Madinah,39.569184,24.524654,Female,Sudan,Health Administration and Community Health,1
552652,2018,Safaniya,48.660865,27.937808,Male,Saudi Arabia,Laboratories and Medical Technology,1
552653,2018,Riyadh,46.675296,24.713552,Female,Ethiopia,Dentistry and Related Specialties,1
552655,2018,Riyadh,46.675296,24.713552,Female,Eritrea,Medicine and Surgery,1
552656,2018,Riyadh,46.675296,24.713552,Female,Djibouti,Medicine and Surgery,1
552659,2018,Riyadh,46.675296,24.713552,Female,Djibouti,Laboratories and Medical Technology,1
552662,2018,Riyadh,46.675296,24.713552,Female,Denmark,Nursing and Midwifery,1
552663,2018,Riyadh,46.675296,24.713552,Female,Denmark,Medicine and Surgery,1
552665,2018,Riyadh,46.675296,24.713552,Female,Denmark,Dentistry and Related Specialties,1
552668,2018,Riyadh,46.675296,24.713552,Female,Czech Republic,Dentistry and Related Specialties,1
552673,2018,Riyadh,46.675296,24.713552,Female,Finland,Laboratories and Medical Technology,1
552674,2018,Riyadh,46.675296,24.713552,Female,Ethiopia,Therapy and Rehabilitation,1
552678,2018,Riyadh,46.675296,24.713552,Female,Ethiopia,Pharmacists and Pharmacy Technicians,1
552684,2018,Riyadh,46.675296,24.713552,Female,Ethiopia,Laboratories and Medical Technology,1
552692,2018,Riyadh,46.675296,24.713552,Female,Australia,Dentistry and Related Specialties,1
552693,2018,Rit,42.829664,17.616998,Male,Saudi Arabia,Therapy and Rehabilitation,1
552694,2018,Rejal Almai,43.074371,17.407113,Male,Syria,Medicine and Surgery,1
552695,2018,Rejal Almai,43.074371,17.407113,Male,Syria,Dentistry and Related Specialties,1
552696,2018,Rejal Almai,43.074371,17.407113,Male,Sudan,Health Administration and Community Health,1
552698,2018,Rejal Almai,43.074371,17.407113,Male,Saudi Arabia,Health Administration and Community Health,1
552700,2018,Rejal Almai,43.074371,17.407113,Male,India,Pharmacists and Pharmacy Technicians,1
552701,2018,Rejal Almai,43.074371,17.407113,Male,India,Medicine and Surgery,1
552702,2018,Rejal Almai,43.074371,17.407113,Male,India,Dentistry and Related Specialties,1
552704,2018,Rejal Almai,43.074371,17.407113,Male,Egypt,Technicians and Health Assistants,1
552705,2018,Rejal Almai,43.074371,17.407113,Male,Egypt,Pharmacists and Pharmacy Technicians,1
552710,2018,Riyadh,46.675296,24.713552,Female,Australia,Medicine and Surgery,1
552714,2018,Riyadh,46.675296,24.713552,Female,Croatia,Therapy and Rehabilitation,1
552715,2018,Riyadh,46.675296,24.713552,Female,Colombia,Nursing and Midwifery,1
552716,2018,Riyadh,46.675296,24.713552,Female,Colombia,Dentistry and Related Specialties,1
552717,2018,Riyadh,46.675296,24.713552,Female,Chile,Nursing and Midwifery,1
552718,2018,Riyadh,46.675296,24.713552,Female,Chad,Medicine and Surgery,1
552719,2018,Riyadh,46.675296,24.713552,Female,Canada,Technicians and Health Assistants,1
552720,2018,Riyadh,46.675296,24.713552,Female,Brazil,Medicine and Surgery,1
552721,2018,Riyadh,46.675296,24.713552,Female,Bangladesh,Technicians and Health Assistants,1
552722,2018,Riyadh,46.675296,24.713552,Female,Bangladesh,Dentistry and Related Specialties,1
552723,2018,Riyadh,46.675296,24.713552,Female,Bahrain,Therapy and Rehabilitation,1
552724,2018,Riyadh,46.675296,24.713552,Female,Bahrain,Dentistry and Related Specialties,1
552725,2018,Riyadh,46.675296,24.713552,Female,Austria,Nursing and Midwifery,1
552729,2018,Riyadh,46.675296,24.713552,Female,Malaysia,Laboratories and Medical Technology,1
552732,2018,Riyadh,46.675296,24.713552,Female,Lebanon,Health Administration and Community Health,1
552733,2018,Riyadh,46.675296,24.713552,Female,Kyrgyzstan,Medicine and Surgery,1
552734,2018,Riyadh,46.675296,24.713552,Female,Kenya,Therapy and Rehabilitation,1
552735,2018,Riyadh,46.675296,24.713552,Female,Kenya,Medicine and Surgery,1
552739,2018,Riyadh,46.675296,24.713552,Female,Kenya,Dentistry and Related Specialties,1
552742,2018,Riyadh,46.675296,24.713552,Female,Italy,Dentistry and Related Specialties,1
552746,2018,Riyadh,46.675296,24.713552,Female,Malaysia,Medicine and Surgery,1
552748,2018,Riyadh,46.675296,24.713552,Female,Mali,Technicians and Health Assistants,1
552750,2018,Riyadh,46.675296,24.713552,Female,Palestine,Health Administration and Community Health,1
552751,2018,Riyadh,46.675296,24.713552,Female,Oman,Nursing and Midwifery,1
552752,2018,Riyadh,46.675296,24.713552,Female,Oman,Medicine and Surgery,1
552753,2018,Riyadh,46.675296,24.713552,Female,Oman,Laboratories and Medical Technology,1
552754,2018,Riyadh,46.675296,24.713552,Female,Nigeria,Technicians and Health Assistants,1
552755,2018,Riyadh,46.675296,24.713552,Female,Nigeria,Laboratories and Medical Technology,1
552758,2018,Riyadh,46.675296,24.713552,Female,Nigeria,Health Administration and Community Health,1
552759,2018,Riyadh,46.675296,24.713552,Female,Netherlands,Nursing and Midwifery,1
552760,2018,Riyadh,46.675296,24.713552,Female,Nepal,Nursing and Midwifery,1
552762,2018,Riyadh,46.675296,24.713552,Female,Morocco,Medicine and Surgery,1
552763,2018,Riyadh,46.675296,24.713552,Female,Mauritania,Therapy and Rehabilitation,1
552765,2018,Riyadh,46.675296,24.713552,Female,Iraq,Therapy and Rehabilitation,1
552766,2018,Riyadh,46.675296,24.713552,Female,France,Laboratories and Medical Technology,1
552768,2018,Riyadh,46.675296,24.713552,Female,Immigrant Tribes,Laboratories and Medical Technology,1
552772,2018,Riyadh,46.675296,24.713552,Female,Hungary,Medicine and Surgery,1
552773,2018,Riyadh,46.675296,24.713552,Female,Guinea,Medicine and Surgery,1
552774,2018,Riyadh,46.675296,24.713552,Female,Greece,Therapy and Rehabilitation,1
552775,2018,Riyadh,46.675296,24.713552,Female,Ghana,Nursing and Midwifery,1
552778,2018,Riyadh,46.675296,24.713552,Female,Germany,Therapy and Rehabilitation,1
552779,2018,Riyadh,46.675296,24.713552,Female,Germany,Pharmacists and Pharmacy Technicians,1
552781,2018,Riyadh,46.675296,24.713552,Female,Germany,Nursing and Midwifery,1
552784,2018,Riyadh,46.675296,24.713552,Female,Immigrant Tribes,Pharmacists and Pharmacy Technicians,1
552787,2018,Riyadh,46.675296,24.713552,Female,Iraq,Pharmacists and Pharmacy Technicians,1
552790,2018,Riyadh,46.675296,24.713552,Female,Iraq,Nursing and Midwifery,1
552797,2018,Riyadh,46.675296,24.713552,Female,Indonesia,Therapy and Rehabilitation,1
552801,2018,Riyadh,46.675296,24.713552,Female,Immigrant Tribes,Therapy and Rehabilitation,1
552803,2018,Rejal Almai,43.074371,17.407113,Male,Bangladesh,Medicine and Surgery,1
552804,2018,Rejal Almai,43.074371,17.407113,Female,Egypt,Medicine and Surgery,1
552807,2018,Rafha,43.51927,29.627284,Male,Sudan,Dentistry and Related Specialties,1
552808,2018,Rafha,43.51927,29.627284,Male,Saudi Arabia,Health Administration and Community Health,1
552809,2018,Rafha,43.51927,29.627284,Male,India,Dentistry and Related Specialties,1
552813,2018,Rafha,43.51927,29.627284,Female,Tunisia,Medicine and Surgery,1
552815,2018,Rafha,43.51927,29.627284,Female,Syria,Technicians and Health Assistants,1
552817,2018,Rafha,43.51927,29.627284,Female,Syria,Dentistry and Related Specialties,1
552827,2018,Ramah,47.160584,25.563706,Male,India,Pharmacists and Pharmacy Technicians,1
552828,2018,Ramah,47.160584,25.563706,Female,Sudan,Nursing and Midwifery,1
552832,2018,Rahima,49.998236,26.773008,Male,India,Nursing and Midwifery,1
552833,2018,Rahima,49.998236,26.773008,Male,Egypt,Pharmacists and Pharmacy Technicians,1
552835,2018,Rahima,49.998236,26.773008,Male,Egypt,Medicine and Surgery,1
552838,2018,Rahima,49.998236,26.773008,Male,Egypt,Dentistry and Related Specialties,1
552839,2018,Rahima,49.998236,26.773008,Female,Sudan,Medicine and Surgery,1
552841,2018,Rafha,43.51927,29.627284,Female,Sudan,Nursing and Midwifery,1
552842,2018,Rejal Almai,43.074371,17.407113,Female,Cuba,Medicine and Surgery,1
552843,2018,Rabigh,39.018962,22.79067,Male,Sudan,Medicine and Surgery,1
552844,2018,Rabigh,39.018962,22.79067,Male,Saudi Arabia,Laboratories and Medical Technology,1
552848,2018,Rabigh,39.018962,22.79067,Male,Pakistan,Laboratories and Medical Technology,1
552849,2018,Rabigh,39.018962,22.79067,Male,India,Dentistry and Related Specialties,1
552850,2018,Rabigh,39.018962,22.79067,Male,Ethiopia,Medicine and Surgery,1
552852,2018,Rabigh,39.018962,22.79067,Male,Egypt,Pharmacists and Pharmacy Technicians,1
552859,2018,Rabigh,39.018962,22.79067,Male,Saudi Arabia,Technicians and Health Assistants,1
552861,2018,Rafha,43.51927,29.627284,Female,Sudan,Medicine and Surgery,1
552863,2018,Rafha,43.51927,29.627284,Female,Saudi Arabia,Therapy and Rehabilitation,1
552866,2018,Rafha,43.51927,29.627284,Female,Philippines,Laboratories and Medical Technology,1
552867,2018,Rafha,43.51927,29.627284,Female,Pakistan,Nursing and Midwifery,1
552868,2018,Rafha,43.51927,29.627284,Female,Lebanon,Pharmacists and Pharmacy Technicians,1
552869,2018,Rafha,43.51927,29.627284,Female,Indonesia,Nursing and Midwifery,1
552870,2018,Rafha,43.51927,29.627284,Female,India,Laboratories and Medical Technology,1
552872,2018,Rafha,43.51927,29.627284,Female,Egypt,Nursing and Midwifery,1
552876,2018,Rafha,43.51927,29.627284,Female,Egypt,Dentistry and Related Specialties,1
552877,2018,Rabigh,39.018962,22.79067,Male,Syria,Medicine and Surgery,1
552878,2018,Ramah,47.160584,25.563706,Male,Saudi Arabia,Nursing and Midwifery,1
552879,2018,Ramah,47.160584,25.563706,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,1
552882,2018,Ras Tanura,49.998236,26.773008,Male,Saudi Arabia,Therapy and Rehabilitation,1
552883,2018,Ras Tanura,49.998236,26.773008,Male,Saudi Arabia,Technicians and Health Assistants,1
552884,2018,Ras Tanura,49.998236,26.773008,Male,Saudi Arabia,Medicine and Surgery,1
552886,2018,Ras Tanura,49.998236,26.773008,Male,Saudi Arabia,Health Administration and Community Health,1
552887,2018,Ras Tanura,49.998236,26.773008,Male,Saudi Arabia,Dentistry and Related Specialties,1
552888,2018,Ras Tanura,49.998236,26.773008,Male,Philippines,Dentistry and Related Specialties,1
552891,2018,Ras Tanura,49.998236,26.773008,Male,Pakistan,Pharmacists and Pharmacy Technicians,1
552893,2018,Ras Tanura,49.998236,26.773008,Male,Nigeria,Nursing and Midwifery,1
552894,2018,Ras Tanura,49.998236,26.773008,Male,Jordan,Pharmacists and Pharmacy Technicians,1
552895,2018,Ras Tanura,49.998236,26.773008,Male,Jordan,Nursing and Midwifery,1
552896,2018,Ras Tanura,49.998236,26.773008,Male,Jordan,Medicine and Surgery,1
552897,2018,Ras Tanura,49.998236,26.773008,Male,Sudan,Medicine and Surgery,1
552898,2018,Ras Tanura,49.998236,26.773008,Male,United States,Medicine and Surgery,1
552899,2018,Ramah,47.160584,25.563706,Male,Sudan,Medicine and Surgery,1
552901,2018,Rawdah,41.638268,26.787251,Male,Saudi Arabia,Technicians and Health Assistants,1
552902,2018,Rawdah,41.638268,26.787251,Male,Egypt,Pharmacists and Pharmacy Technicians,1
552903,2018,Rawdah,41.638268,26.787251,Female,Sudan,Laboratories and Medical Technology,1
552905,2018,Rawdah,41.638268,26.787251,Female,Saudi Arabia,Therapy and Rehabilitation,1
552906,2018,Rawdah,41.638268,26.787251,Female,Saudi Arabia,Dentistry and Related Specialties,1
552908,2018,Rawdah,41.638268,26.787251,Female,Philippines,Nursing and Midwifery,1
552910,2018,Rawdah,41.638268,26.787251,Female,Philippines,Medicine and Surgery,1
552914,2018,Rawdah,41.638268,26.787251,Female,Egypt,Medicine and Surgery,1
552918,2018,Ras Tanura,49.998236,26.773008,Male,Egypt,Pharmacists and Pharmacy Technicians,1
552919,2018,Ras Tanura,49.998236,26.773008,Male,Egypt,Laboratories and Medical Technology,1
552920,2018,Ras Tanura,49.998236,26.773008,Female,Canada,Medicine and Surgery,1
552921,2018,Ranyah,42.85404,21.262738,Male,Saudi Arabia,Therapy and Rehabilitation,1
552923,2018,Ranyah,42.85404,21.262738,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,1
552925,2018,Ranyah,42.85404,21.262738,Male,India,Medicine and Surgery,1
552926,2018,Ranyah,42.85404,21.262738,Male,Egypt,Medicine and Surgery,1
552927,2018,Ranyah,42.85404,21.262738,Male,Egypt,Laboratories and Medical Technology,1
552930,2018,Ranyah,42.85404,21.262738,Female,Philippines,Nursing and Midwifery,1
552931,2018,Ranyah,42.85404,21.262738,Female,Pakistan,Nursing and Midwifery,1
552934,2018,Ranyah,42.85404,21.262738,Female,Indonesia,Nursing and Midwifery,1
552935,2018,Ras Tanura,49.998236,26.773008,Female,Egypt,Laboratories and Medical Technology,1
552936,2018,Ras Tanura,49.998236,26.773008,Female,Egypt,Therapy and Rehabilitation,1
552938,2018,Ras Tanura,49.998236,26.773008,Female,Philippines,Therapy and Rehabilitation,1
552940,2018,Ras Tanura,49.998236,26.773008,Male,Egypt,Dentistry and Related Specialties,1
552943,2018,Ras Tanura,49.998236,26.773008,Female,Syria,Dentistry and Related Specialties,1
552944,2018,Ras Tanura,49.998236,26.773008,Female,Saudi Arabia,Dentistry and Related Specialties,1
552945,2018,Ras Tanura,49.998236,26.773008,Female,Philippines,Dentistry and Related Specialties,1
552946,2018,Ras Tanura,49.998236,26.773008,Female,India,Dentistry and Related Specialties,1
552947,2018,Ras Tanura,49.998236,26.773008,Female,India,Medicine and Surgery,1
552948,2018,Ras Tanura,49.998236,26.773008,Female,India,Laboratories and Medical Technology,1
552955,2018,Rabigh,39.018962,22.79067,Male,Egypt,Dentistry and Related Specialties,1
552961,2018,Riyadh,46.675296,24.713552,Male,Russia,Medicine and Surgery,1
552967,2018,Riyadh,46.675296,24.713552,Male,Portugal,Therapy and Rehabilitation,1
552971,2018,Riyadh,46.675296,24.713552,Male,Portugal,Dentistry and Related Specialties,1
552976,2018,Riyadh,46.675296,24.713552,Male,Somalia,Pharmacists and Pharmacy Technicians,1
552983,2018,Riyadh,46.675296,24.713552,Male,Somalia,Health Administration and Community Health,1
552986,2018,Riyadh,46.675296,24.713552,Male,Somalia,Dentistry and Related Specialties,1
552987,2018,Riyadh,46.675296,24.713552,Male,Slovakia,Nursing and Midwifery,1
552988,2018,Riyadh,46.675296,24.713552,Male,Slovakia,Medicine and Surgery,1
552990,2018,Riyadh,46.675296,24.713552,Male,Slovakia,Laboratories and Medical Technology,1
552994,2018,Riyadh,46.675296,24.713552,Male,Oman,Dentistry and Related Specialties,1
552999,2018,Riyadh,46.675296,24.713552,Male,Nigeria,Technicians and Health Assistants,1
553000,2018,Riyadh,46.675296,24.713552,Male,Nigeria,Pharmacists and Pharmacy Technicians,1
553005,2018,Riyadh,46.675296,24.713552,Male,Nigeria,Health Administration and Community Health,1
553007,2018,Riyadh,46.675296,24.713552,Male,Nigeria,Dentistry and Related Specialties,1
553028,2018,Riyadh,46.675296,24.713552,Male,Oman,Pharmacists and Pharmacy Technicians,1
553029,2018,Riyadh,46.675296,24.713552,Male,South Africa,Dentistry and Related Specialties,1
553032,2018,Rouwadah Offer,44.770956,23.771348,Male,Bangladesh,Medicine and Surgery,1
553033,2018,Riyadh Al Khabra,43.541467,26.053327,Male,Syria,Medicine and Surgery,1
553034,2018,Riyadh Al Khabra,43.541467,26.053327,Male,Saudi Arabia,Nursing and Midwifery,1
553035,2018,Riyadh Al Khabra,43.541467,26.053327,Male,Philippines,Nursing and Midwifery,1
553037,2018,Riyadh Al Khabra,43.541467,26.053327,Male,Pakistan,Medicine and Surgery,1
553039,2018,Riyadh Al Khabra,43.541467,26.053327,Male,Egypt,Pharmacists and Pharmacy Technicians,1
553040,2018,Riyadh Al Khabra,43.541467,26.053327,Female,Sudan,Dentistry and Related Specialties,1
553043,2018,Riyadh Al Khabra,43.541467,26.053327,Female,Saudi Arabia,Nursing and Midwifery,1
553045,2018,Riyadh Al Khabra,43.541467,26.053327,Female,Egypt,Pharmacists and Pharmacy Technicians,1
553046,2018,Riyadh Al Khabra,43.541467,26.053327,Female,Egypt,Nursing and Midwifery,1
553061,2018,Rouwadah Offer,44.770956,23.771348,Male,Saudi Arabia,Therapy and Rehabilitation,1
553062,2018,Rouwadah Offer,44.770956,23.771348,Male,Pakistan,Medicine and Surgery,1
553067,2018,Riyadh,46.675296,24.713552,Male,Yemen,Technicians and Health Assistants,1
