,Active_Years,Gender_Name_En,Nationality_En,Medical_Field_En,Age_Group_En,Number_of_Practitioners
405531,2018,Female,Jordan,Therapy and Rehabilitation,From 60 to 69,1
405536,2018,Female,Jordan,Dentistry and Related Specialties,From 60 to 69,1
405543,2018,Female,Jordan,Health Administration and Community Health,From 50 to 59,1
405554,2018,Female,Jordan,Technicians and Health Assistants,From 50 to 59,1
405563,2018,Female,Immigrant Tribes,Therapy and Rehabilitation,From 30 to 39,1
405566,2018,Female,India,Dentistry and Related Specialties,From 60 to 69,1
405569,2018,Female,India,Health Administration and Community Health,From 20 to 29,1
405570,2018,Female,India,Health Administration and Community Health,From 30 to 39,1
405578,2018,Female,India,Nursing and Midwifery,From 80 to 89,1
405586,2018,Female,Immigrant Tribes,Therapy and Rehabilitation,From 20 to 29,1
405589,2018,Female,Immigrant Tribes,Laboratories and Medical Technology,From 20 to 29,1
405592,2018,Female,Germany,Pharmacists and Pharmacy Technicians,From 20 to 29,1
405596,2018,Female,Germany,Therapy and Rehabilitation,From 60 to 69,1
405602,2018,Female,Ghana,Nursing and Midwifery,From 60 to 69,1
405604,2018,Female,Greece,Nursing and Midwifery,From 50 to 59,1
405605,2018,Female,Greece,Therapy and Rehabilitation,From 30 to 39,1
405606,2018,Female,Guinea,Medicine and Surgery,From 30 to 39,1
405607,2018,Female,Hungary,Medicine and Surgery,From 40 to 49,1
405610,2018,Female,Immigrant Tribes,Health Administration and Community Health,From 20 to 29,1
405611,2018,Female,Immigrant Tribes,Health Administration and Community Health,From 30 to 39,1
405613,2018,Female,India,Technicians and Health Assistants,From 20 to 29,1
405623,2018,Female,Iraq,Laboratories and Medical Technology,From 20 to 29,1
405624,2018,Female,Iraq,Laboratories and Medical Technology,From 30 to 39,1
405628,2018,Female,Iraq,Medicine and Surgery,From 20 to 29,1
405633,2018,Female,Iraq,Medicine and Surgery,From 50 to 59,1
405634,2018,Female,Iraq,Nursing and Midwifery,From 30 to 39,1
405641,2018,Female,Iraq,Dentistry and Related Specialties,From 20 to 29,1
405645,2018,Female,Indonesia,Dentistry and Related Specialties,From 30 to 39,1
405646,2018,Female,Indonesia,Health Administration and Community Health,From 30 to 39,1
405648,2018,Female,Indonesia,Medicine and Surgery,From 50 to 59,1
405655,2018,Female,Indonesia,Technicians and Health Assistants,From 40 to 49,1
405658,2018,Female,Indonesia,Therapy and Rehabilitation,From 30 to 39,1
405662,2018,Female,Indonesia,Therapy and Rehabilitation,From 40 to 49,1
405665,2018,Female,Iran,Laboratories and Medical Technology,From 30 to 39,1
405673,2018,Female,Morocco,Therapy and Rehabilitation,From 20 to 29,1
405674,2018,Female,Myanmar,Nursing and Midwifery,From 20 to 29,1
405678,2018,Female,Myanmar,Nursing and Midwifery,From 50 to 59,1
405683,2018,Female,Mauritania,Laboratories and Medical Technology,From 30 to 39,1
405685,2018,Female,Netherlands,Nursing and Midwifery,From 40 to 49,1
405687,2018,Female,New Zealand,Laboratories and Medical Technology,From 30 to 39,1
405691,2018,Female,New Zealand,Laboratories and Medical Technology,From 40 to 49,1
405693,2018,Female,New Zealand,Laboratories and Medical Technology,From 50 to 59,1
405696,2018,Female,Morocco,Medicine and Surgery,From 50 to 59,1
405709,2018,Female,Mauritius,Therapy and Rehabilitation,From 20 to 29,1
405710,2018,Female,Morocco,Dentistry and Related Specialties,From 30 to 39,1
405711,2018,Female,Morocco,Dentistry and Related Specialties,From 40 to 49,1
405713,2018,Female,Morocco,Health Administration and Community Health,From 20 to 29,1
405716,2018,Female,Morocco,Medicine and Surgery,From 30 to 39,1
405719,2018,Female,Morocco,Medicine and Surgery,From 40 to 49,1
405728,2018,Female,Nigeria,Laboratories and Medical Technology,From 30 to 39,1
405730,2018,Female,Nigeria,Laboratories and Medical Technology,From 40 to 49,1
405732,2018,Female,Nigeria,Laboratories and Medical Technology,From 60 to 69,1
405753,2018,Female,New Zealand,Therapy and Rehabilitation,From 60 to 69,1
405758,2018,Female,Niger,Laboratories and Medical Technology,From 30 to 39,1
405770,2018,Female,Niger,Nursing and Midwifery,From 50 to 59,1
405773,2018,Female,Nigeria,Health Administration and Community Health,From 30 to 39,1
405792,2018,Female,Mauritania,Laboratories and Medical Technology,From 20 to 29,1
405806,2018,Female,Lebanon,Health Administration and Community Health,From 40 to 49,1
405810,2018,Female,Kenya,Therapy and Rehabilitation,From 40 to 49,1
405812,2018,Female,Kenya,Therapy and Rehabilitation,From 60 to 69,1
405820,2018,Female,Kuwait,Health Administration and Community Health,From 30 to 39,1
405825,2018,Female,Kuwait,Pharmacists and Pharmacy Technicians,From 30 to 39,1
405826,2018,Female,Kyrgyzstan,Medicine and Surgery,From 40 to 49,1
405834,2018,Female,Malaysia,Therapy and Rehabilitation,From 50 to 59,1
405840,2018,Female,Mali,Nursing and Midwifery,From 30 to 39,1
405841,2018,Female,Mali,Technicians and Health Assistants,From 30 to 39,1
405847,2018,Female,Mali,Therapy and Rehabilitation,From 20 to 29,1
405854,2018,Female,Mauritania,Dentistry and Related Specialties,From 30 to 39,1
405860,2018,Female,Lebanon,Pharmacists and Pharmacy Technicians,From 50 to 59,1
405865,2018,Female,Lebanon,Therapy and Rehabilitation,From 40 to 49,1
405867,2018,Female,Libya,Technicians and Health Assistants,From 30 to 39,1
405871,2018,Female,Malaysia,Laboratories and Medical Technology,From 40 to 49,1
405874,2018,Female,Malaysia,Medicine and Surgery,From 40 to 49,1
405876,2018,Female,Malaysia,Medicine and Surgery,From 50 to 59,1
405877,2018,Female,Malaysia,Nursing and Midwifery,From 90 to 99,1
405882,2018,Female,Malaysia,Therapy and Rehabilitation,From 40 to 49,1
405886,2017,Male,Syria,Nursing and Midwifery,From 30 to 39,1
405887,2017,Male,Syria,Nursing and Midwifery,From 20 to 29,1
405889,2017,Male,Eritrea,Medicine and Surgery,From 20 to 29,1
405892,2017,Male,Eritrea,Nursing and Midwifery,From 30 to 39,1
405893,2017,Male,Eritrea,Pharmacists and Pharmacy Technicians,From 40 to 49,1
405898,2017,Male,Eritrea,Technicians and Health Assistants,From 50 to 59,1
405899,2017,Male,Eritrea,Therapy and Rehabilitation,From 20 to 29,1
405910,2017,Male,Ethiopia,Laboratories and Medical Technology,From 50 to 59,1
405913,2017,Male,Eritrea,Laboratories and Medical Technology,From 40 to 49,1
405918,2017,Male,Egypt,Technicians and Health Assistants,From 70 to 79,1
405929,2017,Male,Egypt,Technicians and Health Assistants,Unknown,1
405936,2017,Male,Egypt,Therapy and Rehabilitation,From 70 to 79,1
405944,2017,Male,Ethiopia,Nursing and Midwifery,From 60 to 69,1
405960,2017,Male,Ethiopia,Pharmacists and Pharmacy Technicians,From 50 to 59,1
405962,2017,Male,Finland,Medicine and Surgery,From 70 to 79,1
405965,2017,Male,France,Dentistry and Related Specialties,From 60 to 69,1
405966,2017,Male,France,Laboratories and Medical Technology,From 60 to 69,1
406010,2017,Male,Egypt,Pharmacists and Pharmacy Technicians,From 90 to 99,1
406030,2017,Male,Costa Rica,Technicians and Health Assistants,From 50 to 59,1
406033,2017,Male,Croatia,Medicine and Surgery,From 50 to 59,1
406039,2017,Male,Cuba,Medicine and Surgery,From 20 to 29,1
406055,2017,Male,Egypt,Dentistry and Related Specialties,From 80 to 89,1
406057,2017,Male,Egypt,Health Administration and Community Health,From 20 to 29,1
406060,2017,Male,Egypt,Health Administration and Community Health,From 70 to 79,1
406070,2017,Male,Egypt,Medicine and Surgery,From 90 to 99,1
406071,2017,Male,Egypt,Medicine and Surgery,Unknown,1
406079,2017,Male,Denmark,Nursing and Midwifery,From 60 to 69,1
406080,2017,Male,Cuba,Medicine and Surgery,From 60 to 69,1
406086,2017,Male,Czech Republic,Medicine and Surgery,From 40 to 49,1
406089,2017,Male,Czech Republic,Medicine and Surgery,From 60 to 69,1
406092,2017,Male,Czech Republic,Nursing and Midwifery,From 50 to 59,1
406096,2017,Male,Denmark,Medicine and Surgery,From 30 to 39,1
406098,2017,Male,Denmark,Medicine and Surgery,From 50 to 59,1
406124,2017,Male,India,Pharmacists and Pharmacy Technicians,Unknown,1
406136,2017,Male,India,Health Administration and Community Health,From 30 to 39,1
406139,2017,Male,India,Laboratories and Medical Technology,From 70 to 79,1
406142,2017,Male,India,Medicine and Surgery,From 80 to 89,1
406160,2017,Male,India,Therapy and Rehabilitation,From 20 to 29,1
406169,2017,Male,Iraq,Dentistry and Related Specialties,From 70 to 79,1
406177,2017,Male,Iraq,Medicine and Surgery,From 50 to 59,1
406180,2017,Male,Iraq,Medicine and Surgery,From 60 to 69,1
406182,2017,Male,Iraq,Pharmacists and Pharmacy Technicians,From 40 to 49,1
406184,2017,Male,Ireland,Dentistry and Related Specialties,From 50 to 59,1
406185,2017,Male,Iraq,Dentistry and Related Specialties,From 50 to 59,1
406187,2017,Male,Indonesia,Dentistry and Related Specialties,From 60 to 69,1
406188,2017,Male,Indonesia,Therapy and Rehabilitation,From 70 to 79,1
406189,2017,Male,Indonesia,Medicine and Surgery,From 30 to 39,1
406190,2017,Male,Indonesia,Medicine and Surgery,From 50 to 59,1
406194,2017,Male,Indonesia,Medicine and Surgery,From 60 to 69,1
406196,2017,Male,Indonesia,Medicine and Surgery,From 80 to 89,1
406200,2017,Male,Indonesia,Nursing and Midwifery,From 60 to 69,1
406201,2017,Male,Indonesia,Pharmacists and Pharmacy Technicians,From 50 to 59,1
406207,2017,Male,Indonesia,Therapy and Rehabilitation,From 30 to 39,1
406210,2017,Male,Indonesia,Therapy and Rehabilitation,From 50 to 59,1
406214,2017,Male,France,Nursing and Midwifery,From 50 to 59,1
406218,2017,Male,Ghana,Laboratories and Medical Technology,From 60 to 69,1
406232,2017,Male,Ghana,Medicine and Surgery,From 70 to 79,1
406242,2017,Male,Germany,Technicians and Health Assistants,From 40 to 49,1
406243,2017,Male,Germany,Nursing and Midwifery,From 60 to 69,1
406250,2017,Male,Gambia,Laboratories and Medical Technology,From 60 to 69,1
406252,2017,Male,Germany,Dentistry and Related Specialties,From 70 to 79,1
406260,2017,Male,Germany,Laboratories and Medical Technology,From 40 to 49,1
406270,2017,Male,Greece,Medicine and Surgery,From 70 to 79,1
406274,2017,Male,Greece,Therapy and Rehabilitation,From 50 to 59,1
406278,2017,Male,Hungary,Medicine and Surgery,From 70 to 79,1
406281,2017,Male,Immigrant Tribes,Health Administration and Community Health,From 30 to 39,1
406283,2017,Male,Immigrant Tribes,Medicine and Surgery,From 30 to 39,1
406288,2017,Male,Immigrant Tribes,Nursing and Midwifery,From 30 to 39,1
406291,2017,Male,Immigrant Tribes,Pharmacists and Pharmacy Technicians,From 30 to 39,1
406293,2017,Male,India,Dentistry and Related Specialties,From 20 to 29,1
406294,2017,Male,Greece,Nursing and Midwifery,From 30 to 39,1
406306,2017,Male,Ghana,Pharmacists and Pharmacy Technicians,From 60 to 69,1
406309,2017,Male,Ghana,Technicians and Health Assistants,From 70 to 79,1
406310,2017,Male,Greece,Dentistry and Related Specialties,From 30 to 39,1
406314,2017,Male,Greece,Dentistry and Related Specialties,From 40 to 49,1
406315,2017,Male,Greece,Dentistry and Related Specialties,From 50 to 59,1
406320,2017,Male,Greece,Medicine and Surgery,From 30 to 39,1
406324,2017,Female,Unknown,Therapy and Rehabilitation,From 30 to 39,1
406338,2017,Female,Venezuela,Dentistry and Related Specialties,From 30 to 39,1
406343,2017,Female,Yemen,Dentistry and Related Specialties,From 50 to 59,1
406352,2017,Female,United States,Nursing and Midwifery,From 70 to 79,1
406364,2017,Female,United States,Nursing and Midwifery,From 20 to 29,1
406385,2017,Female,Yemen,Pharmacists and Pharmacy Technicians,From 50 to 59,1
406388,2017,Female,Yemen,Therapy and Rehabilitation,From 50 to 59,1
406389,2017,Female,Zimbabwe,Laboratories and Medical Technology,From 50 to 59,1
406392,2017,Male,Afghanistan,Health Administration and Community Health,From 20 to 29,1
406393,2017,Male,Afghanistan,Medicine and Surgery,From 30 to 39,1
406394,2017,Male,Afghanistan,Technicians and Health Assistants,From 30 to 39,1
406395,2017,Male,Afghanistan,Therapy and Rehabilitation,From 30 to 39,1
406396,2017,Male,Albania,Nursing and Midwifery,From 40 to 49,1
406401,2017,Male,Algeria,Dentistry and Related Specialties,From 40 to 49,1
406402,2017,Male,Algeria,Laboratories and Medical Technology,From 30 to 39,1
406403,2017,Female,Yemen,Nursing and Midwifery,From 60 to 69,1
406404,2017,Female,Yemen,Nursing and Midwifery,From 20 to 29,1
406416,2017,Female,Yemen,Medicine and Surgery,From 20 to 29,1
406427,2017,Female,Yemen,Medicine and Surgery,From 60 to 69,1
406431,2017,Female,United States,Medicine and Surgery,From 20 to 29,1
406445,2017,Female,United Kingdom,Dentistry and Related Specialties,From 70 to 79,1
406456,2017,Female,United Kingdom,Health Administration and Community Health,From 60 to 69,1
406465,2017,Female,Ukraine,Nursing and Midwifery,From 30 to 39,1
406468,2017,Female,Ukraine,Nursing and Midwifery,From 50 to 59,1
406481,2017,Female,United Arab Emirates,Dentistry and Related Specialties,From 30 to 39,1
406487,2017,Female,United Kingdom,Laboratories and Medical Technology,From 40 to 49,1
406495,2017,Female,United States,Dentistry and Related Specialties,From 40 to 49,1
406496,2017,Female,United States,Dentistry and Related Specialties,From 70 to 79,1
406503,2017,Female,United States,Laboratories and Medical Technology,From 70 to 79,1
406515,2017,Female,United Kingdom,Therapy and Rehabilitation,From 30 to 39,1
406516,2017,Female,United Kingdom,Laboratories and Medical Technology,From 50 to 59,1
406528,2017,Female,United Kingdom,Pharmacists and Pharmacy Technicians,From 40 to 49,1
406536,2017,Female,United Kingdom,Pharmacists and Pharmacy Technicians,From 50 to 59,1
406538,2017,Female,United Kingdom,Therapy and Rehabilitation,From 20 to 29,1
406541,2017,Male,China,Unknown,From 30 to 39,1
406543,2017,Male,Bangladesh,Pharmacists and Pharmacy Technicians,From 30 to 39,1
406545,2017,Male,Bangladesh,Technicians and Health Assistants,From 40 to 49,1
406548,2017,Male,Belgium,Medicine and Surgery,From 30 to 39,1
406549,2017,Male,Belgium,Medicine and Surgery,From 50 to 59,1
406550,2017,Male,Belgium,Therapy and Rehabilitation,From 50 to 59,1
406552,2017,Male,Brazil,Dentistry and Related Specialties,From 30 to 39,1
406556,2017,Male,Bulgaria,Medicine and Surgery,From 70 to 79,1
406558,2017,Male,Burma,Medicine and Surgery,From 50 to 59,1
406560,2017,Male,Cameroon,Laboratories and Medical Technology,From 40 to 49,1
406561,2017,Male,Cameroon,Medicine and Surgery,From 60 to 69,1
406562,2017,Male,Canada,Dentistry and Related Specialties,From 20 to 29,1
406565,2017,Male,Canada,Health Administration and Community Health,From 60 to 69,1
406569,2017,Male,Bangladesh,Nursing and Midwifery,From 40 to 49,1
406572,2017,Male,Azerbaijan,Medicine and Surgery,From 70 to 79,1
406573,2017,Male,Bahrain,Dentistry and Related Specialties,From 20 to 29,1
406576,2017,Male,Bahrain,Health Administration and Community Health,From 50 to 59,1
406578,2017,Male,Bahrain,Laboratories and Medical Technology,From 40 to 49,1
406579,2017,Male,Bahrain,Laboratories and Medical Technology,From 50 to 59,1
406581,2017,Male,Bahrain,Medicine and Surgery,From 60 to 69,1
406585,2017,Male,Bahrain,Nursing and Midwifery,From 30 to 39,1
406590,2017,Male,Bahrain,Therapy and Rehabilitation,From 30 to 39,1
406597,2017,Male,China,Nursing and Midwifery,From 20 to 29,1
406613,2017,Male,China,Therapy and Rehabilitation,From 20 to 29,1
406618,2017,Male,China,Unknown,From 20 to 29,1
406626,2017,Male,Canada,Medicine and Surgery,From 80 to 89,1
406628,2017,Male,Canada,Nursing and Midwifery,From 20 to 29,1
406629,2017,Male,Canada,Nursing and Midwifery,From 40 to 49,1
406633,2017,Male,Canada,Nursing and Midwifery,From 70 to 79,1
406637,2017,Male,Canada,Pharmacists and Pharmacy Technicians,From 30 to 39,1
406638,2017,Male,Canada,Pharmacists and Pharmacy Technicians,From 60 to 69,1
406639,2017,Male,Canada,Technicians and Health Assistants,From 40 to 49,1
406641,2017,Male,Canada,Technicians and Health Assistants,From 50 to 59,1
406644,2017,Male,Chad,Laboratories and Medical Technology,From 30 to 39,1
406645,2017,Male,Chad,Medicine and Surgery,From 30 to 39,1
406646,2017,Male,Chad,Therapy and Rehabilitation,From 40 to 49,1
406647,2017,Male,China,Medicine and Surgery,From 30 to 39,1
406651,2017,Male,Australia,Dentistry and Related Specialties,From 30 to 39,1
406658,2017,Male,Algeria,Therapy and Rehabilitation,From 60 to 69,1
406662,2017,Male,Australia,Dentistry and Related Specialties,From 20 to 29,1
406663,2017,Male,Australia,Dentistry and Related Specialties,From 50 to 59,1
406666,2017,Male,Australia,Laboratories and Medical Technology,From 50 to 59,1
406672,2017,Male,Australia,Laboratories and Medical Technology,From 60 to 69,1
406688,2017,Male,Algeria,Medicine and Surgery,From 30 to 39,1
406695,2017,Male,Algeria,Medicine and Surgery,From 60 to 69,1
406697,2017,Male,Algeria,Pharmacists and Pharmacy Technicians,From 40 to 49,1
406699,2017,Male,Algeria,Therapy and Rehabilitation,From 20 to 29,1
406703,2017,Male,Australia,Medicine and Surgery,From 30 to 39,1
406706,2017,Male,Australia,Therapy and Rehabilitation,From 40 to 49,1
406722,2017,Male,Austria,Medicine and Surgery,Unknown,1
406728,2017,Male,Azerbaijan,Medicine and Surgery,From 60 to 69,1
406742,2017,Male,Australia,Nursing and Midwifery,From 70 to 79,1
406745,2017,Male,Australia,Pharmacists and Pharmacy Technicians,From 30 to 39,1
406754,2017,Male,Australia,Technicians and Health Assistants,From 50 to 59,1
