,Active_Years,Gender_Name_En,Nationality_En,Medical_Field_En,Profile_Status_En,Number_of_Practitioners
278097,2020,Male,Yemen,Laboratories and Medical Technology,Temporary Suspended,1
278098,2020,Male,Yemen,Medicine and Surgery,Blacklisted,1
278099,2021,Female,Burkina Faso,Health Administration and Community Health,Clear,1
278105,2021,Female,Bangladesh,Technicians and Health Assistants,Clear,1
278107,2021,Female,Bosnia And Herzegovina,Dentistry and Related Specialties,Clear,1
278108,2021,Female,Brazil,Dentistry and Related Specialties,Clear,1
278109,2021,Female,Burkina Faso,Laboratories and Medical Technology,Clear,1
278110,2020,Male,Yemen,Nursing and Midwifery,Temporary Suspended,1
278111,2021,Female,Burma,Nursing and Midwifery,Clear,1
278112,2021,Female,Cameroon,Medicine and Surgery,Clear,1
278114,2021,Female,Cameroon,Pharmacists and Pharmacy Technicians,Clear,1
278116,2021,Female,Canada,Health Administration and Community Health,Clear,1
278119,2021,Female,Canada,Technicians and Health Assistants,Clear,1
278120,2021,Female,Bahrain,Technicians and Health Assistants,Clear,1
278121,2021,Female,Bahrain,Health Administration and Community Health,Clear,1
278127,2020,Male,Zimbabwe,Therapy and Rehabilitation,Clear,1
278130,2021,Female,Albania,Nursing and Midwifery,Clear,1
278133,2021,Female,Algeria,Nursing and Midwifery,Clear,1
278134,2021,Female,Algeria,Pharmacists and Pharmacy Technicians,Clear,1
278135,2021,Female,Algeria,Therapy and Rehabilitation,Clear,1
278136,2021,Female,Armenia,Medicine and Surgery,Clear,1
278137,2021,Female,Australia,Laboratories and Medical Technology,Clear,1
278140,2021,Female,Austria,Medicine and Surgery,Clear,1
278141,2021,Female,Austria,Pharmacists and Pharmacy Technicians,Clear,1
278146,2020,Male,Philippines,Laboratories and Medical Technology,Temporary Suspended,1
278150,2020,Male,Peru,Dentistry and Related Specialties,Clear,1
278151,2020,Male,Philippines,Dentistry and Related Specialties,Blacklisted,1
278153,2020,Male,Philippines,Dentistry and Related Specialties,Temporary Suspended,1
278157,2020,Male,Palestine,Dentistry and Related Specialties,Temporary Suspended,1
278158,2020,Male,Philippines,Medicine and Surgery,Temporary Suspended,1
278163,2020,Male,Philippines,Technicians and Health Assistants,Temporary Suspended,1
278170,2020,Male,Oman,Nursing and Midwifery,Clear,1
278171,2020,Male,Netherlands,Therapy and Rehabilitation,Clear,1
278172,2020,Male,Niger,Laboratories and Medical Technology,Clear,1
278173,2020,Male,Nigeria,Health Administration and Community Health,Clear,1
278175,2020,Male,Nigeria,Medicine and Surgery,Blacklisted,1
278179,2020,Male,Oman,Medicine and Surgery,Clear,1
278182,2020,Male,Pakistan,Laboratories and Medical Technology,Blacklisted,1
278186,2020,Male,Pakistan,Nursing and Midwifery,Blacklisted,1
278187,2020,Male,Pakistan,Pharmacists and Pharmacy Technicians,Blacklisted,1
278189,2020,Male,Pakistan,Pharmacists and Pharmacy Technicians,Temporary Suspended,1
278190,2020,Male,Pakistan,Technicians and Health Assistants,Blacklisted,1
278192,2020,Male,Romania,Medicine and Surgery,Clear,1
278194,2020,Male,South Korea,Dentistry and Related Specialties,Clear,1
278196,2020,Male,Somalia,Pharmacists and Pharmacy Technicians,Clear,1
278197,2020,Male,South Africa,Dentistry and Related Specialties,Clear,1
278201,2020,Male,South Africa,Pharmacists and Pharmacy Technicians,Clear,1
278203,2020,Male,South Africa,Therapy and Rehabilitation,Clear,1
278204,2020,Male,Spain,Dentistry and Related Specialties,Clear,1
278205,2020,Male,Saint Kitts And Nevis,Laboratories and Medical Technology,Clear,1
278208,2020,Male,Sri Lanka,Dentistry and Related Specialties,Clear,1
278209,2020,Male,Sri Lanka,Laboratories and Medical Technology,Clear,1
278214,2020,Male,Sudan,Technicians and Health Assistants,Blacklisted,1
278215,2020,Male,Somalia,Health Administration and Community Health,Clear,1
278216,2020,Male,Somalia,Dentistry and Related Specialties,Clear,1
278218,2020,Male,Slovakia,Technicians and Health Assistants,Clear,1
278220,2020,Male,Saudi Arabia,Dentistry and Related Specialties,Temporary Suspended,1
278224,2020,Male,Saudi Arabia,Medicine and Surgery,Blacklisted,1
278229,2020,Male,Saudi Arabia,Pharmacists and Pharmacy Technicians,Blacklisted,1
278235,2020,Male,Singapore,Medicine and Surgery,Clear,1
278237,2020,Male,Slovakia,Nursing and Midwifery,Clear,1
278240,2020,Male,Nepal,Pharmacists and Pharmacy Technicians,Clear,1
278241,2021,Female,Pakistan,Medicine and Surgery,Temporary Suspended,1
278242,2021,Female,Nigeria,Pharmacists and Pharmacy Technicians,Clear,1
278244,2021,Female,Oman,Laboratories and Medical Technology,Clear,1
278246,2021,Female,Oman,Nursing and Midwifery,Clear,1
278249,2021,Female,Pakistan,Laboratories and Medical Technology,Blacklisted,1
278251,2021,Female,Pakistan,Nursing and Midwifery,Blacklisted,1
278254,2021,Female,Pakistan,Nursing and Midwifery,Temporary Suspended,1
278259,2021,Female,Palestine,Medicine and Surgery,Temporary Suspended,1
278267,2021,Female,Mali,Dentistry and Related Specialties,Clear,1
278269,2021,Female,Mauritania,Health Administration and Community Health,Clear,1
278272,2021,Female,Mauritania,Pharmacists and Pharmacy Technicians,Clear,1
278273,2021,Female,Mauritius,Medicine and Surgery,Clear,1
278274,2021,Female,Morocco,Health Administration and Community Health,Clear,1
278277,2021,Female,Namibia,Nursing and Midwifery,Clear,1
278279,2021,Female,Netherlands,Dentistry and Related Specialties,Clear,1
278280,2021,Female,Netherlands,Nursing and Midwifery,Clear,1
278281,2021,Female,Netherlands,Therapy and Rehabilitation,Clear,1
278282,2021,Female,New Zealand,Dentistry and Related Specialties,Clear,1
278283,2021,Female,New Zealand,Therapy and Rehabilitation,Clear,1
278284,2021,Female,Niger,Laboratories and Medical Technology,Clear,1
278285,2021,Female,Niger,Medicine and Surgery,Clear,1
278289,2021,Female,Scotland,Dentistry and Related Specialties,Clear,1
278290,2021,Female,Saudi Arabia,Nursing and Midwifery,Blacklisted,1
278293,2021,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Temporary Suspended,1
278295,2021,Female,Saudi Arabia,Technicians and Health Assistants,Temporary Suspended,1
278296,2021,Female,Saudi Arabia,Therapy and Rehabilitation,Blacklisted,1
278302,2021,Female,Scotland,Therapy and Rehabilitation,Clear,1
278305,2021,Female,Sierra Leone,Nursing and Midwifery,Clear,1
278307,2021,Female,Slovakia,Pharmacists and Pharmacy Technicians,Clear,1
278310,2021,Female,Saudi Arabia,Medicine and Surgery,Temporary Suspended,1
278311,2021,Female,Saudi Arabia,Medicine and Surgery,Blacklisted,1
278314,2021,Female,Philippines,Laboratories and Medical Technology,Temporary Suspended,1
278319,2021,Female,Poland,Medicine and Surgery,Clear,1
278322,2021,Female,Qatar,Medicine and Surgery,Clear,1
278323,2021,Female,Qatar,Therapy and Rehabilitation,Clear,1
278324,2021,Female,Romania,Laboratories and Medical Technology,Clear,1
278325,2021,Female,Romania,Medicine and Surgery,Clear,1
278328,2021,Female,Russia,Therapy and Rehabilitation,Clear,1
278329,2021,Female,Saint Kitts And Nevis,Nursing and Midwifery,Clear,1
278335,2021,Female,Chad,Pharmacists and Pharmacy Technicians,Clear,1
278336,2021,Female,Gambia,Technicians and Health Assistants,Clear,1
278344,2021,Female,Ethiopia,Nursing and Midwifery,Temporary Suspended,1
278345,2021,Female,Finland,Therapy and Rehabilitation,Clear,1
278346,2021,Female,Germany,Laboratories and Medical Technology,Clear,1
278348,2021,Female,Hungary,Nursing and Midwifery,Clear,1
278349,2021,Female,Iceland,Nursing and Midwifery,Clear,1
278358,2021,Female,Egypt,Technicians and Health Assistants,Temporary Suspended,1
278359,2021,Female,Libya,Technicians and Health Assistants,Clear,1
278361,2021,Female,Chad,Technicians and Health Assistants,Clear,1
278363,2021,Female,Colombia,Nursing and Midwifery,Clear,1
278367,2021,Female,Czech Republic,Nursing and Midwifery,Blacklisted,1
278368,2021,Female,Denmark,Laboratories and Medical Technology,Clear,1
278369,2021,Female,Denmark,Nursing and Midwifery,Clear,1
278373,2021,Female,Djibouti,Therapy and Rehabilitation,Clear,1
278374,2021,Female,Egypt,Dentistry and Related Specialties,Blacklisted,1
278377,2021,Female,Egypt,Nursing and Midwifery,Blacklisted,1
278380,2021,Female,Egypt,Pharmacists and Pharmacy Technicians,Temporary Suspended,1
278384,2021,Female,Kuwait,Dentistry and Related Specialties,Clear,1
278387,2021,Female,Kazakhstan,Dentistry and Related Specialties,Clear,1
278388,2021,Female,Kazakhstan,Medicine and Surgery,Clear,1
278391,2021,Female,Kenya,Pharmacists and Pharmacy Technicians,Clear,1
278392,2021,Female,Kenya,Therapy and Rehabilitation,Temporary Suspended,1
278397,2021,Female,Latvia,Nursing and Midwifery,Clear,1
278399,2021,Female,Lebanon,Health Administration and Community Health,Clear,1
278403,2021,Female,Libya,Dentistry and Related Specialties,Clear,1
278404,2021,Female,Libya,Nursing and Midwifery,Clear,1
278421,2021,Female,Iraq,Health Administration and Community Health,Clear,1
278424,2021,Female,Ireland,Laboratories and Medical Technology,Clear,1
278428,2020,Male,Netherlands,Nursing and Midwifery,Clear,1
278429,2020,Male,Morocco,Pharmacists and Pharmacy Technicians,Clear,1
278430,2022,Male,Aruba,Medicine and Surgery,Clear,1
278432,2020,Female,Nigeria,Pharmacists and Pharmacy Technicians,Clear,1
278433,2020,Female,Nigeria,Technicians and Health Assistants,Clear,1
278434,2020,Female,Oman,Therapy and Rehabilitation,Clear,1
278441,2020,Female,Palestine,Health Administration and Community Health,Temporary Suspended,1
278453,2020,Female,Nigeria,Laboratories and Medical Technology,Clear,1
278456,2020,Female,Mali,Dentistry and Related Specialties,Clear,1
278457,2020,Female,Mali,Nursing and Midwifery,Clear,1
278458,2020,Female,Mauritania,Dentistry and Related Specialties,Clear,1
278459,2020,Female,Mauritania,Medicine and Surgery,Clear,1
278460,2020,Female,Mauritania,Nursing and Midwifery,Clear,1
278461,2020,Female,Mauritania,Therapy and Rehabilitation,Clear,1
278462,2020,Female,Mexico,Dentistry and Related Specialties,Clear,1
278463,2020,Female,Morocco,Dentistry and Related Specialties,Clear,1
278464,2020,Female,Morocco,Health Administration and Community Health,Clear,1
278465,2020,Female,Morocco,Pharmacists and Pharmacy Technicians,Clear,1
278466,2020,Female,Nigeria,Health Administration and Community Health,Clear,1
278468,2020,Female,Nepal,Nursing and Midwifery,Blacklisted,1
278469,2020,Female,Netherlands,Dentistry and Related Specialties,Clear,1
278470,2020,Female,Netherlands,Therapy and Rehabilitation,Clear,1
278471,2020,Female,New Zealand,Laboratories and Medical Technology,Clear,1
278472,2020,Female,New Zealand,Medicine and Surgery,Clear,1
278474,2020,Female,New Zealand,Therapy and Rehabilitation,Clear,1
278475,2020,Female,Niger,Laboratories and Medical Technology,Clear,1
278481,2020,Female,Serbia,Medicine and Surgery,Clear,1
278483,2020,Female,Slovakia,Medicine and Surgery,Clear,1
278484,2020,Female,Slovakia,Pharmacists and Pharmacy Technicians,Clear,1
278486,2020,Female,Somalia,Health Administration and Community Health,Clear,1
278491,2020,Female,South Africa,Medicine and Surgery,Clear,1
278493,2020,Female,South Africa,Nursing and Midwifery,Temporary Suspended,1
278494,2020,Female,South Korea,Dentistry and Related Specialties,Clear,1
278496,2020,Female,South Sudan,Nursing and Midwifery,Clear,1
278497,2020,Female,South Sudan,Therapy and Rehabilitation,Clear,1
278499,2020,Female,Spain,Medicine and Surgery,Blacklisted,1
278503,2020,Female,Saudi Arabia,Technicians and Health Assistants,Temporary Suspended,1
278507,2020,Female,Poland,Medicine and Surgery,Clear,1
278508,2020,Female,Portugal,Dentistry and Related Specialties,Clear,1
278509,2020,Female,Portugal,Laboratories and Medical Technology,Clear,1
278511,2020,Female,Qatar,Medicine and Surgery,Clear,1
278513,2020,Female,Russia,Therapy and Rehabilitation,Clear,1
278515,2020,Female,Saudi Arabia,Dentistry and Related Specialties,Temporary Suspended,1
278518,2020,Female,Saudi Arabia,Medicine and Surgery,Blacklisted,1
278522,2020,Female,Saudi Arabia,Pharmacists and Pharmacy Technicians,Temporary Suspended,1
278525,2020,Female,Spain,Therapy and Rehabilitation,Clear,1
278526,2020,Female,Gambia,Technicians and Health Assistants,Clear,1
278527,2020,Female,Ethiopia,Dentistry and Related Specialties,Clear,1
278529,2020,Female,Ethiopia,Medicine and Surgery,Clear,1
278530,2020,Female,Ethiopia,Nursing and Midwifery,Temporary Suspended,1
278531,2020,Female,Ethiopia,Technicians and Health Assistants,Clear,1
278532,2020,Female,Finland,Therapy and Rehabilitation,Clear,1
278534,2020,Female,France,Laboratories and Medical Technology,Clear,1
278535,2020,Female,France,Nursing and Midwifery,Clear,1
278536,2020,Female,Germany,Nursing and Midwifery,Clear,1
278538,2020,Female,Ghana,Nursing and Midwifery,Clear,1
278541,2020,Female,Iceland,Nursing and Midwifery,Clear,1
278549,2020,Female,Malaysia,Medicine and Surgery,Clear,1
278550,2020,Female,Egypt,Dentistry and Related Specialties,Blacklisted,1
278551,2020,Female,Croatia,Medicine and Surgery,Clear,1
278552,2020,Female,Czech Republic,Dentistry and Related Specialties,Clear,1
278553,2020,Female,Czech Republic,Medicine and Surgery,Clear,1
278554,2020,Female,Czech Republic,Nursing and Midwifery,Blacklisted,1
278556,2020,Female,Czech Republic,Technicians and Health Assistants,Clear,1
278558,2020,Female,Denmark,Nursing and Midwifery,Clear,1
278559,2020,Female,Djibouti,Laboratories and Medical Technology,Clear,1
278565,2020,Female,Egypt,Nursing and Midwifery,Blacklisted,1
278567,2020,Female,Egypt,Pharmacists and Pharmacy Technicians,Temporary Suspended,1
278570,2020,Female,Eritrea,Health Administration and Community Health,Clear,1
278573,2020,Female,India,Medicine and Surgery,Blacklisted,1
278574,2020,Female,Kuwait,Therapy and Rehabilitation,Clear,1
278580,2020,Female,Kenya,Dentistry and Related Specialties,Clear,1
278582,2020,Female,Kuwait,Nursing and Midwifery,Clear,1
278583,2020,Female,Kuwait,Pharmacists and Pharmacy Technicians,Clear,1
278584,2020,Female,Kyrgyzstan,Medicine and Surgery,Clear,1
278590,2020,Female,Lebanon,Pharmacists and Pharmacy Technicians,Temporary Suspended,1
278592,2020,Female,Libya,Dentistry and Related Specialties,Clear,1
278593,2020,Female,Libya,Technicians and Health Assistants,Clear,1
278596,2020,Female,Jordan,Dentistry and Related Specialties,Blacklisted,1
278597,2020,Female,Italy,Nursing and Midwifery,Clear,1
278598,2020,Female,Italy,Dentistry and Related Specialties,Clear,1
278601,2020,Female,India,Technicians and Health Assistants,Blacklisted,1
278604,2020,Female,India,Therapy and Rehabilitation,Temporary Suspended,1
278605,2020,Female,Indonesia,Medicine and Surgery,Clear,1
278608,2020,Female,Indonesia,Nursing and Midwifery,Temporary Suspended,1
278612,2020,Female,Iraq,Nursing and Midwifery,Clear,1
278613,2020,Female,Iraq,Pharmacists and Pharmacy Technicians,Clear,1
278614,2020,Female,Iraq,Therapy and Rehabilitation,Clear,1
278615,2020,Female,Ireland,Dentistry and Related Specialties,Clear,1
278616,2020,Female,Ireland,Laboratories and Medical Technology,Clear,1
278620,2020,Male,Moldova,Pharmacists and Pharmacy Technicians,Clear,1
278624,2020,Male,France,Laboratories and Medical Technology,Clear,1
278625,2020,Male,France,Nursing and Midwifery,Clear,1
278626,2020,Male,Germany,Dentistry and Related Specialties,Clear,1
278627,2020,Male,Germany,Laboratories and Medical Technology,Clear,1
278628,2020,Male,Germany,Nursing and Midwifery,Clear,1
278629,2020,Male,Ghana,Laboratories and Medical Technology,Clear,1
278630,2020,Male,Ghana,Medicine and Surgery,Clear,1
278632,2020,Male,Eritrea,Therapy and Rehabilitation,Clear,1
278634,2020,Male,Hungary,Medicine and Surgery,Clear,1
278639,2020,Male,India,Dentistry and Related Specialties,Temporary Suspended,1
278643,2020,Male,Eritrea,Technicians and Health Assistants,Clear,1
278644,2020,Male,Croatia,Nursing and Midwifery,Clear,1
278645,2020,Male,Egypt,Nursing and Midwifery,Temporary Suspended,1
278647,2020,Male,Czech Republic,Nursing and Midwifery,Blacklisted,1
278656,2020,Male,Eritrea,Pharmacists and Pharmacy Technicians,Clear,1
278659,2020,Male,Egypt,Technicians and Health Assistants,Blacklisted,1
278662,2020,Male,Egypt,Unknown,Clear,1
278667,2020,Male,India,Medicine and Surgery,Temporary Suspended,1
278669,2020,Male,Lebanon,Therapy and Rehabilitation,Clear,1
278670,2020,Male,Kenya,Laboratories and Medical Technology,Clear,1
278671,2020,Male,Kenya,Medicine and Surgery,Clear,1
278675,2020,Male,Lebanon,Dentistry and Related Specialties,Blacklisted,1
278676,2020,Male,Lebanon,Medicine and Surgery,Blacklisted,1
278677,2020,Male,Lebanon,Nursing and Midwifery,Blacklisted,1
278679,2020,Male,Libya,Medicine and Surgery,Clear,1
278681,2020,Male,Libya,Pharmacists and Pharmacy Technicians,Clear,1
278683,2020,Male,Malaysia,Medicine and Surgery,Clear,1
278686,2020,Male,Maldives,Medicine and Surgery,Clear,1
278687,2020,Male,Mali,Therapy and Rehabilitation,Clear,1
278688,2020,Male,Mauritania,Dentistry and Related Specialties,Clear,1
278692,2020,Male,Jordan,Nursing and Midwifery,Temporary Suspended,1
278697,2020,Male,Indonesia,Dentistry and Related Specialties,Clear,1
278700,2020,Male,Indonesia,Therapy and Rehabilitation,Blacklisted,1
278701,2020,Male,Indonesia,Therapy and Rehabilitation,Clear,1
278703,2020,Male,Iraq,Technicians and Health Assistants,Clear,1
278713,2020,Male,Cuba,Dentistry and Related Specialties,Clear,1
278714,2020,Male,China,Technicians and Health Assistants,Blacklisted,1
278716,2020,Female,Ukraine,Dentistry and Related Specialties,Clear,1
278717,2020,Female,Thailand,Nursing and Midwifery,Clear,1
