,Academic_Year,Age_Group_En,Gender_En,Nationality_Name_En,Work_Name_En,Number_of_Trainees
9273,2018,From 40 to 49,Male,Egypt,Personal Contract,1
9274,2018,From 40 to 49,Female,Sudan,مركز الأمير سلطان لمعالجة أمراض وجراحة القلب للقوات المسلحة,1
9275,2018,From 40 to 49,Female,Sudan,Security Forces Hospital - Riyadh,1
9276,2018,From 40 to 49,Female,Sudan,Prince Sultan Military Medical City,1
9278,2018,From 40 to 49,Female,Saudi Arabia,Imam Abdulrahman Bin Faisal University,1
9280,2018,From 40 to 49,Female,Pakistan,Unknown,1
9281,2018,From 40 to 49,Female,Pakistan,Ministry of Health,1
9282,2018,From 40 to 49,Female,Pakistan,Ministry of Defense / Personal Contract,1
9283,2018,From 40 to 49,Female,Pakistan,King Saud Medical City in Riyadh,1
9285,2018,From 40 to 49,Female,Jordan,Personal Contract,1
9286,2018,From 40 to 49,Female,Jordan,Ministry of Health,1
9287,2018,From 40 to 49,Female,Jordan,Ministry of Defense / Personal Contract,1
9288,2018,From 40 to 49,Female,Ireland,Ministry of National Guard,1
9289,2018,From 40 to 49,Female,Indonesia,Personal Contract,1
9290,2018,From 40 to 49,Female,India,Ministry of Defense / Personal Contract,1
9291,2018,From 40 to 49,Female,India,King Abdulaziz University,1
9292,2018,From 40 to 49,Female,India,Dallah Hospitals,1
9293,2018,From 40 to 49,Female,Egypt,Personal Contract,1
9294,2018,From 40 to 49,Female,Egypt,Ministry of Health,1
9295,2018,From 40 to 49,Female,Saudi Arabia,King Abdulaziz Medical City for National Guard in Riyadh,1
9297,2018,From 40 to 49,Female,Saudi Arabia,King Abdullah Medical City in Mecca,1
9298,2018,From 40 to 49,Female,Saudi Arabia,Security Forces Hospital - Riyadh,1
9299,2018,From 40 to 49,Female,Sudan,Ministry of Interior,1
9301,2018,From 40 to 49,Female,Sudan,Ministry of Defense / Personal Contract,1
9302,2018,From 40 to 49,Female,Sudan,King Saud Medical City in Riyadh,1
9303,2018,From 40 to 49,Female,Saudi Arabia,university of tabuk,1
9305,2018,From 40 to 49,Female,Saudi Arabia,Taibah University,1
9311,2018,From 40 to 49,Female,Saudi Arabia,King Khalid National Guard Hospital,1
9312,2018,From 40 to 49,Female,Saudi Arabia,King Faisal University,1
9313,2018,From 40 to 49,Female,Saudi Arabia,"King Faisal Specialist Hospital & Research Centre, Jeddah",1
9316,2017,Unknown,Male,Palestine,Ministry of National Guard,1
9321,2017,From 30 to 39,Male,Saudi Arabia,Ministry of Defense / Air Force,1
9328,2017,From 30 to 39,Male,Saudi Arabia,King Hamad University Hospita,1
9329,2017,From 30 to 39,Male,Saudi Arabia,King Faisal University,1
9337,2017,From 30 to 39,Male,Saudi Arabia,Ministry of Interior / General Intelligence,1
9338,2017,From 30 to 39,Male,Saudi Arabia,Imam Mohammad Ibn Saud Islamic University,1
9339,2017,From 30 to 39,Male,Saudi Arabia,Ministry of Interior Medical Services,1
9340,2017,From 30 to 39,Male,Sudan,King Saud University,1
9341,2017,From 30 to 39,Male,Sudan,"King Abdulaziz Medical City for National Guard, Jeddah",1
9342,2017,From 30 to 39,Male,Sudan,Dr. Sulaiman Al Habib Hospital - Takhassusi,1
9343,2017,From 30 to 39,Male,Somalia,Personal Contract,1
9344,2017,From 30 to 39,Male,Saudi Arabia,university of tabuk,1
9345,2017,From 30 to 39,Male,Saudi Arabia,"king AbdulAziz Specialist Hospital, Taif",1
9347,2017,From 30 to 39,Male,Saudi Arabia,University of Jeddah ,1
9352,2017,From 30 to 39,Male,Saudi Arabia,Private Sector,1
9353,2017,From 30 to 39,Male,Saudi Arabia,Princess Nourah Bint Abdul Rahman University,1
9354,2017,From 30 to 39,Male,Saudi Arabia,Prince Sultan Military Medical City,1
9360,2017,From 30 to 39,Male,Iraq,Personal Contract,1
9361,2017,From 30 to 39,Male,India,Personal Contract,1
9362,2017,From 30 to 39,Male,India,Ministry of Health,1
9363,2017,From 30 to 39,Male,India,King Abdullah Medical City in Mecca,1
9364,2017,From 30 to 39,Male,India,"King Abdulaziz Medical City for National Guard, Jeddah",1
9365,2017,From 30 to 39,Male,Immigrant Tribes,Personal Contract,1
9366,2017,From 30 to 39,Male,Eritrea,King Saud University,1
9367,2017,From 30 to 39,Male,Egypt,Private Sector,1
9369,2017,From 30 to 39,Male,Egypt,Ministry of Health,1
9370,2017,From 30 to 39,Male,Egypt,Ministry of Defense / Personal Contract,1
9371,2017,From 30 to 39,Male,Canada,Ministry of National Guard,1
9372,2017,From 30 to 39,Male,Bangladesh,Personal Contract,1
9373,2017,From 30 to 39,Male,Bahrain,وزارة الدفاع - البحرين,1
9374,2017,From 30 to 39,Male,Bahrain,Unknown,1
9375,2017,From 30 to 39,Male,Bahrain,Personal Contract,1
9377,2017,From 30 to 39,Male,Bahrain,Bahrain Ministry of Health,1
9378,2017,From 30 to 39,Male,India,Private Sector,1
9379,2017,From 30 to 39,Male,Iraq,Unknown,1
9381,2017,From 30 to 39,Male,Jordan,King Faisal Specialist Hospital & Research Centre,1
9383,2017,From 30 to 39,Male,Palestine,Security Forces Hospital - Riyadh,1
9386,2017,From 30 to 39,Male,Palestine,King Saud University,1
9387,2017,From 30 to 39,Male,Palestine,International Medical Center,1
9388,2017,From 30 to 39,Male,Palestine,Dr. Soliman Fakeeh Hospital,1
9389,2017,From 30 to 39,Male,Pakistan,Private Sector,1
9390,2017,From 30 to 39,Male,Pakistan,Ministry of Health,1
9391,2017,From 30 to 39,Male,Pakistan,Ministry of Defense Medical Services,1
9392,2017,From 30 to 39,Male,Pakistan,King Fahad Medical City in Riyadh,1
9393,2017,From 30 to 39,Male,Pakistan,Dubai Health Authority,1
9394,2017,From 30 to 39,Male,Nigeria,Personal Contract,1
9395,2017,From 30 to 39,Male,Lebanon,Ministry of Defense / Personal Contract,1
9397,2017,From 30 to 39,Male,Jordan,Unknown,1
9401,2017,From 30 to 39,Male,Sudan,Ministry of Interior,1
9405,2017,From 40 to 49,Female,Saudi Arabia,Ministry of Defense,1
9406,2017,From 40 to 49,Female,Saudi Arabia,King Saud University,1
9410,2017,From 40 to 49,Female,Saudi Arabia,King Faisal Medical City for Southern Regions,1
9411,2017,From 40 to 49,Female,Saudi Arabia,"King Fahad Specialist Hospital, Damam",1
9412,2017,From 40 to 49,Female,Saudi Arabia,King Abdullah Medical City in Mecca,1
9414,2017,From 40 to 49,Female,Palestine,Personal Contract,1
9415,2017,From 40 to 49,Female,Palestine,Dr. Soliman Fakeeh Hospital,1
9416,2017,From 40 to 49,Female,Pakistan,Personal Contract,1
9417,2017,From 40 to 49,Female,Pakistan,King Saud Medical City in Riyadh,1
9418,2017,From 40 to 49,Female,Pakistan,King Abdullah bin Abdulaziz University Hospital,1
9419,2017,From 40 to 49,Female,Oman,Unknown,1
9421,2017,From 40 to 49,Female,Saudi Arabia,Prince Mohammed Bin Abdulaziz Hospital,1
9424,2017,From 40 to 49,Female,Syria,"King Fahad Specialist Hospital, Damam",1
9425,2017,From 40 to 49,Female,Sudan,مركز الأمير سلطان لمعالجة أمراض وجراحة القلب للقوات المسلحة,1
9426,2017,From 40 to 49,Female,Sudan,Security Forces Hospital - Riyadh,1
9427,2017,From 40 to 49,Female,Sudan,Prince Sultan Military Medical City,1
9430,2017,From 40 to 49,Female,Sudan,Ministry of Interior,1
9432,2017,From 40 to 49,Female,Sudan,Ministry of Defense Medical Services,1
9433,2017,From 40 to 49,Female,Sudan,King Saud University,1
9434,2017,From 40 to 49,Female,Sudan,King Saud Medical City in Riyadh,1
9435,2017,From 40 to 49,Female,Sudan,King Abdulaziz University,1
9436,2017,From 40 to 49,Female,Somalia,King Abdulaziz University,1
9437,2017,From 40 to 49,Female,Saudi Arabia,وزارة الدفاع - البحرين,1
9439,2017,From 40 to 49,Female,Saudi Arabia,"Royal Commission Medical Center, Yanbu",1
9441,2017,From 40 to 49,Female,Kuwait,Kuwait Ministry of Health,1
9442,2017,From 40 to 49,Female,Jordan,Personal Contract,1
9443,2017,From 40 to 49,Female,Jordan,Ministry of Defense / Personal Contract,1
9444,2017,From 40 to 49,Female,Iraq,Unknown,1
9447,2017,From 30 to 39,Male,Yemen,King Saud University,1
9448,2017,From 30 to 39,Male,Yemen,King Khalid National Guard Hospital,1
9449,2017,From 30 to 39,Male,Yemen,King Fahad Medical City in Riyadh,1
9450,2017,From 30 to 39,Male,Yemen,International Medical Center,1
9451,2017,From 30 to 39,Male,Yemen,Imam Abdul Rahman Bin Faisal University,1
9452,2017,From 30 to 39,Male,United Kingdom,International Medical Center,1
9453,2017,From 30 to 39,Male,United Kingdom,Dubai Health Authority,1
9454,2017,From 30 to 39,Male,United Arab Emirates,Private Sector,1
9456,2017,From 30 to 39,Male,Tunisia,Personal Contract,1
9459,2017,From 30 to 39,Male,Syria,King Fahad Medical City in Riyadh,1
9460,2017,From 30 to 39,Male,Syria,International Medical Center,1
9461,2017,From 30 to 39,Male,Sudan,Private Sector,1
9465,2017,From 40 to 49,Female,Egypt,King Fahad National Guard Hospital,1
9466,2017,From 40 to 49,Female,Iraq,King Saud University,1
9467,2017,From 40 to 49,Female,Indonesia,Personal Contract,1
9469,2017,From 40 to 49,Female,India,King Abdulaziz University,1
9470,2017,From 40 to 49,Female,India,Dallah Hospitals,1
9471,2017,From 40 to 49,Female,Egypt,Ministry of Health,1
9472,2017,From 40 to 49,Female,Egypt,Ministry of Defense / Personal Contract,1
9473,2017,From 40 to 49,Female,Egypt,International Medical Center,1
9474,2017,From 40 to 49,Female,Algeria,King Fahad Medical City in Riyadh,1
9475,2017,From 40 to 49,Female,Bahrain,وزارة الدفاع - البحرين,1
9476,2017,From 40 to 49,Female,Bahrain,Unknown,1
9477,2017,From 40 to 49,Female,Bahrain,Personal Contract,1
9478,2017,From 40 to 49,Female,Bahrain,King Hamad University Hospita,1
9479,2017,From 40 to 49,Female,Bahrain,Bahrain Ministry of Health,1
9480,2017,From 40 to 49,Female,Azerbaijan,Ministry of Health,1
9481,2017,From 40 to 49,Female,Algeria,Ministry of Health,1
9484,2017,From 30 to 39,Female,Yemen,King Khalid National Guard Hospital,1
9487,2017,From 20 to 29,Male,Saudi Arabia,King Fahad General Hospital - Jeddah,1
9489,2017,From 20 to 29,Male,Saudi Arabia,"King Abdulaziz Medical City for National Guard, Jeddah",1
9490,2017,From 20 to 29,Male,Saudi Arabia,King Abdulaziz Medical City for National Guard in Riyadh,1
9492,2017,From 20 to 29,Male,Saudi Arabia,Al Jouf University,1
9493,2017,From 20 to 29,Male,Palestine,Ministry of Health,1
9494,2017,From 20 to 29,Male,Mauritania,King Abdulaziz Medical City for National Guard in Riyadh,1
9495,2017,From 20 to 29,Male,Jordan,King Faisal Specialist Hospital & Research Centre,1
9496,2017,From 20 to 29,Male,Bahrain,King Hamad University Hospita,1
9497,2017,From 20 to 29,Male,Bahrain,Dubai Health Authority,1
9498,2017,From 20 to 29,Female,Yemen,Ministry of Defense / Personal Contract,1
9499,2017,From 20 to 29,Female,Yemen,Dubai Health Authority,1
9501,2017,From 20 to 29,Female,Sudan,Personal Contract,1
9502,2017,From 20 to 29,Female,Sudan,Ministry of Health,1
9506,2017,From 20 to 29,Male,Saudi Arabia,"King Faisal Specialist Hospital & Research Centre, Jeddah",1
9507,2017,From 20 to 29,Male,Sudan,King Khalid National Guard Hospital,1
9508,2017,From 20 to 29,Male,Saudi Arabia,Unknown,1
9509,2017,From 20 to 29,Male,Saudi Arabia,Security Forces Hospital - Riyadh,1
9510,2017,From 20 to 29,Male,Saudi Arabia,Private Sector,1
9519,2017,From 20 to 29,Male,Saudi Arabia,Ministry of Defense,1
9521,2017,From 20 to 29,Male,Saudi Arabia,King Saud Medical City in Riyadh,1
9522,2017,From 20 to 29,Male,Saudi Arabia,King Khalid University,1
9524,2017,From 20 to 29,Female,Sudan,Dubai Health Authority,1
9525,2017,From 20 to 29,Female,Saudi Arabia,وزارة الدفاع - البحرين,1
9526,2017,From 20 to 29,Female,Saudi Arabia,مركز الأمير سلطان لمعالجة أمراض وجراحة القلب للقوات المسلحة,1
9528,2017,From 20 to 29,Female,Pakistan,Personal Contract,1
9529,2017,From 20 to 29,Female,Jordan,Security Forces Hospital - Riyadh,1
9530,2017,From 20 to 29,Female,India,International Medical Center,1
9531,2017,From 20 to 29,Female,Egypt,Ministry of Health,1
9532,2017,From 20 to 29,Female,Egypt,Dubai Health Authority,1
9533,2017,From 20 to 29,Female,Belgium,Personal Contract,1
9534,2017,From 20 to 29,Female,Bangladesh,Personal Contract,1
9536,2017,From 20 to 29,Female,Bahrain,Unknown,1
9537,2017,From 20 to 29,Female,Bahrain,Bahrain Ministry of Health,1
9538,2016,Unknown,Male,Yemen,مركز الأمير سلطان لمعالجة أمراض وجراحة القلب للقوات المسلحة,1
9542,2016,Unknown,Male,Yemen,"Royal Commission Medical Center, Yanbu",1
9543,2016,Unknown,Male,Yemen,"Prince Mohammad Bin Abdulaziz Hospital, Riyadh",1
9545,2017,From 20 to 29,Female,Palestine,Private Sector,1
9547,2017,From 20 to 29,Female,Saudi Arabia,Imam Abdul Rahman Bin Faisal University,1
9549,2017,From 20 to 29,Female,Saudi Arabia,Taibah University,1
9550,2017,From 20 to 29,Female,Saudi Arabia,Security Forces Hospital - Riyadh,1
9557,2017,From 20 to 29,Female,Saudi Arabia,King Abdulaziz Medical City for National Guard in Riyadh,1
9558,2017,From 20 to 29,Female,Saudi Arabia,King Saud Medical City in Riyadh,1
9564,2017,From 20 to 29,Female,Saudi Arabia,"King Abdulaziz Medical City for National Guard, Jeddah",1
9565,2017,From 20 to 29,Male,Sudan,Personal Contract,1
9566,2017,From 20 to 29,Male,Syria,Personal Contract,1
9569,2017,From 30 to 39,Female,Saudi Arabia,"Prince Mohammad Bin Abdulaziz Hospital, Riyadh",1
9572,2017,From 30 to 39,Female,Saudi Arabia,Ministry of Interior Medical Services,1
9578,2017,From 30 to 39,Female,Saudi Arabia,Majmaah University,1
9580,2017,From 30 to 39,Female,Saudi Arabia,King Saud Medical City in Riyadh,1
9581,2017,From 30 to 39,Female,Saudi Arabia,"King Salman Specialist Hospital, Hail",1
9590,2017,From 30 to 39,Female,Yemen,King Abdullah Medical City in Mecca,1
9591,2017,From 30 to 39,Female,Yemen,King Abdulaziz University,1
9592,2017,From 30 to 39,Female,Yemen,International Medical Center,1
9593,2017,From 30 to 39,Female,United States,Personal Contract,1
9596,2017,From 30 to 39,Female,Syria,Ministry of Health,1
9597,2017,From 30 to 39,Female,Syria,International Medical Center,1
9598,2017,From 30 to 39,Female,Sudan,Ministry of Defense Medical Services,1
9600,2017,From 30 to 39,Female,Sudan,Ministry of Defense,1
9601,2017,From 30 to 39,Female,Sudan,King Fahad Medical City in Riyadh,1
9602,2017,From 30 to 39,Female,Sudan,Dubai Health Authority,1
9605,2017,From 30 to 39,Female,Saudi Arabia,Taif University,1
9612,2017,From 30 to 39,Female,India,Dallah Hospitals,1
9613,2017,From 30 to 39,Female,Eritrea,Ministry of Health,1
9614,2017,From 30 to 39,Female,Eritrea,Dubai Health Authority,1
9615,2017,From 30 to 39,Female,Egypt,Private Sector,1
9618,2017,From 30 to 39,Female,Egypt,Ministry of Defense,1
9619,2017,From 30 to 39,Female,Egypt,King Abdulaziz University,1
9620,2017,From 30 to 39,Female,Egypt,International Medical Center,1
9621,2017,From 30 to 39,Female,China,Ministry of Health,1
9626,2017,From 30 to 39,Female,Bahrain,King Faisal Specialist Hospital & Research Centre,1
9627,2017,From 30 to 39,Female,Bahrain,"King Fahad Specialist Hospital, Damam",1
9628,2017,From 30 to 39,Female,India,International Medical Center,1
9629,2017,From 30 to 39,Female,India,Ministry of Health,1
9630,2017,From 30 to 39,Female,India,Unknown,1
9631,2017,From 30 to 39,Female,Palestine,Dr. Soliman Fakeeh Hospital,1
9633,2017,From 30 to 39,Female,Saudi Arabia,International Medical Center,1
9634,2017,From 30 to 39,Female,Saudi Arabia,Imam Mohammad Ibn Saud Islamic University,1
9635,2017,From 30 to 39,Female,Saudi Arabia,Dr. Soliman Fakeeh Hospital,1
9636,2017,From 30 to 39,Female,Palestine,Private Sector,1
9640,2017,From 30 to 39,Female,Jordan,Dubai Health Authority,1
9641,2017,From 30 to 39,Female,Pakistan,Private Sector,1
9642,2017,From 30 to 39,Female,Pakistan,Personal Contract,1
9645,2017,From 30 to 39,Female,Mauritania,Dubai Health Authority,1
9646,2017,From 30 to 39,Female,Lebanon,Private Sector,1
9647,2017,From 30 to 39,Female,Jordan,Personal Contract,1
9648,2017,From 40 to 49,Female,Syria,Personal Contract,1
9649,2017,From 40 to 49,Female,United Arab Emirates,Personal Contract,1
9650,2017,From 40 to 49,Female,United Kingdom,Ministry of Health,1
9652,2017,Unknown,Female,Saudi Arabia,Taibah University,1
9656,2017,Unknown,Female,Saudi Arabia,Prince Sattam Bin Abdulaziz University,1
9660,2017,Unknown,Female,Saudi Arabia,Najran University,1
9662,2017,Unknown,Female,Saudi Arabia,Ministry of Interior Medical Services,1
9663,2017,Unknown,Female,Saudi Arabia,Ministry of Interior / Special Security Forces,1
9664,2017,Unknown,Female,Saudi Arabia,Ministry of Interior / General Intelligence,1
9665,2017,Unknown,Female,Saudi Arabia,Ministry of Interior /  Security College,1
9669,2017,Unknown,Female,Saudi Arabia,Taif University,1
9671,2017,Unknown,Female,Syria,King Faisal Specialist Hospital & Research Centre,1
9673,2017,Unknown,Female,Sudan,Unknown,1
9676,2017,Unknown,Female,Sudan,King Saud Medical City in Riyadh,1
9678,2017,Unknown,Female,Sudan,"King Faisal Specialist Hospital & Research Centre, Jeddah",1
9679,2017,Unknown,Female,Sudan,King Faisal Specialist Hospital & Research Centre,1
9680,2017,Unknown,Female,Sudan,"King Fahad Specialist Hospital, Damam",1
9682,2017,Unknown,Female,Sudan,International Medical Center,1
9684,2017,Unknown,Female,Sudan,Armed Forces Medical Services,1
9685,2017,Unknown,Female,Somalia,Personal Contract,1
9686,2017,Unknown,Female,Somalia,King Saud University,1
9687,2017,Unknown,Female,Somalia,"Al Noor Specialist Hospital, Mecca",1
9697,2017,Unknown,Female,Saudi Arabia,Dubai Health Authority,1
9699,2017,Unknown,Female,Saudi Arabia,Dallah Hospitals,1
9702,2017,Unknown,Female,Russia,Security Forces Hospital - Riyadh,1
9703,2017,Unknown,Female,Palestine,Unknown,1
9706,2017,Unknown,Female,Palestine,Ministry of National Guard,1
9708,2017,Unknown,Female,Palestine,King Saud Medical City in Riyadh,1
9709,2017,Unknown,Female,Palestine,"King Fahad Specialist Hospital, Damam",1
9710,2017,Unknown,Female,Palestine,King Abdulaziz University,1
9719,2017,Unknown,Female,Saudi Arabia,King Hamad University Hospita,1
9731,2017,Unknown,Female,Syria,Dr. Soliman Fakeeh Hospital,1
9732,2017,Unknown,Female,Syria,King Khalid National Guard Hospital,1
9733,2017,Unknown,Female,Pakistan,Security Forces Hospital - Riyadh,1
9735,2017,Unknown,Male,Jordan,International Medical Center,1
9736,2017,Unknown,Male,Iraq,Unknown,1
9737,2017,Unknown,Male,Iraq,Personal Contract,1
9738,2017,Unknown,Male,Iraq,Ministry of Health,1
9739,2017,Unknown,Male,Indonesia,Ministry of Health,1
9740,2017,Unknown,Male,India,مركز الأمير سلطان لمعالجة أمراض وجراحة القلب للقوات المسلحة,1
9741,2017,Unknown,Male,India,Ministry of National Guard,1
9743,2017,Unknown,Male,Immigrant Tribes,Personal Contract,1
9745,2017,Unknown,Male,Eritrea,Private Sector,1
9746,2017,Unknown,Male,Eritrea,Personal Contract,1
9747,2017,Unknown,Male,Egypt,مركز الأمير سلطان لمعالجة أمراض وجراحة القلب للقوات المسلحة,1
9748,2017,Unknown,Male,Egypt,Unknown,1
9749,2017,Unknown,Male,Egypt,Private Sector,1
9750,2017,Unknown,Male,Egypt,Prince Sultan Military Medical City,1
