,Academic_Year,City_Name_En,Current_Training_Center_Name_En,Current_Speciality_Name_En,Number_of_Trainees
15402,2017,Riyadh,Security Forces Hospital in Riyadh,Adult Respiratory Medicine,2
15403,2017,Riyadh,Joint Training Program in the Central Region,Adult Nephrology,2
15404,2017,Riyadh,King Fahad Medical City in Riyadh,Musculoskeletal Radiology,2
15406,2017,Riyadh,Riyadh Second Health Cluster,Gastroenterology,2
15407,2018,Al-Ahsa,"Joint training program in the eastern region, Al-Ahsa",Preventive Medicine,2
15409,2017,Riyadh,Riyadh Second Health Cluster,General Medical Oncology,2
15410,2018,Al-Ahsa,Almousa Specialist Hospital in Alahsa,Perinatal Neonatal Medicine,2
15412,2018,Al-Ahsa,Almousa Specialist Hospital in Alahsa,General Surgery,2
15415,2021,Dhahran,King Fahd Military Medical Complex in Dhahran,Adults Endocrinology & Metabolism,2
15416,2017,Riyadh,Riyadh Second Health Cluster,Musculoskeletal Radiology,2
15417,2018,Al-Ahsa,"Al-Jabr Hospital for ophthalmology,ear, nose and throat in Alahsa",Otorhinolaryngology Head And Neck Surgery,2
15418,2017,Makkah,Maternity and Children Hospital in Mecca,Perinatal Neonatal Medicine,2
15419,2021,Jeddah,Dental Clinics and Medical Science Services at Batterjee Medical College in Jeddah,Restorative Dentistry,2
15420,2018,Al-Ahsa,Al Ahsa Specialized Dental Center,Restorative Dentistry,2
15423,2018,Abha,The Medical City at King Khalid University,Prosthodontics,2
15424,2021,Dhahran,King Fahd Military Medical Complex in Dhahran,Pediatric Dentistry,2
15428,2017,Makkah,King Abdullah Medical City in the Holy Capital,Emergency Medicine,2
15430,2021,Khamis Mushait,King Fahd Hospital of the Armed Forces in the south,Prosthodontics,2
15431,2021,Jeddah,Dr. Soliman Fakeeh Hospital in Jeddah,Adult & Pediatric Orthopedic Spinal Surgery,2
15433,2017,Makkah,King Abdullah Medical City in the Holy Capital,Cardiac Surgery,2
15435,2017,Riyadh,Riyadh Second Health Cluster,Adult Nephrology,2
15436,2017,Makkah,King Abdullah Medical City in the Holy Capital,Dermatology,2
15439,2017,Riyadh,Riyadh Second Health Cluster,Clinical Genetics & Metabolic Disorders,2
15444,2018,Albahah,General Directorate of Health Affairs in Al-Baha Region,Anesthesia,2
15445,2017,Makkah,King Abdullah Medical City in the Holy Capital,Medical Microbiology,2
15447,2017,Riyadh,Riyadh Second Health Cluster,Body Imaging & Non-Vascular Intervention,2
15448,2017,Riyadh,King Fahad Medical City in Riyadh,Nuclear Medicine,2
15449,2021,Jeddah,King Fahd Hospital of Armed Forces in Jeddah,Adult Infectious Diseases,2
15453,2021,Jeddah,Specialized Dental Center in North Jeddah,Restorative Dentistry,2
15455,2021,Jeddah,Dental Clinics and Medical Science Services at Batterjee Medical College in Jeddah,Pediatric Dentistry,2
15456,2021,Jeddah,Dental Clinics and Medical Science Services at Batterjee Medical College in Jeddah,Orthodontic and Dentofacial Orthopedics,2
15457,2017,Najran,General Directorate of Health Affairs in Najran Region,Gastroenterology,2
15458,2021,Jeddah,Dental Clinics and Medical Science Services at Batterjee Medical College in Jeddah,Endodontics,2
15459,2017,Riyadh,Riyadh Second Health Cluster,Pediatrics Intensive Care,2
15461,2017,Riyadh,Dallah Hospital in Riyadh,Diagnostic Radiology,2
15462,2021,Dubai,Rashed Hospital in Dubai,Endodontics,2
15464,2017,Riyadh,Riyadh Second Health Cluster,Perinatal Neonatal Medicine,2
15465,2021,Jeddah,Maternity and Children Hospital in Jeddah,Pediatrics Emergency Medicine,2
15467,2017,Riyadh,Dr. Sulaiman AlHabib Medical Group in Riyadh,Internal Medicine,2
15474,2017,Riyadh,Riyadh Second Health Cluster,Pediatric Hematology & Oncology,2
15475,2021,Jubail,Armed Forces Hospital at King Abdulaziz Base in Jubail,Saudi Postgraduate Diploma In Paediatrics,2
15476,2017,Manama,Bahrain Defense Force Hospital in the Kingdom of Bahrain,Ophthalmology,2
15479,2017,Riyadh,Riyadh Second Health Cluster,Pediatric Cardiology,2
15480,2017,Makkah,Teaching Dental Hospital at Dentistry College in Umm Al-Qura University in Mecca,Periodontics,2
15481,2021,Dhahran,King Fahd Military Medical Complex in Dhahran,Prosthodontics,2
15482,2021,Dhahran,King Fahd Military Medical Complex in Dhahran,Psychiatry,2
15484,2017,Manama,Bahrain Defense Force Hospital in the Kingdom of Bahrain,Anesthesia,2
15485,2021,Jouf,The program of the Ministry of Health in Al-Jouf,Implant Dentistry,2
15486,2021,Jeddah,King Fahd Hospital of Armed Forces in Jeddah,Adult Rheumatology,2
15487,2018,Abha,General Directorate of Health Affairs in Aseer Region,Pediatric Surgery,2
15489,2017,Manama,King Hamad University Hospital in Kingdom of Bahrain,Anesthesia,2
15490,2017,Manama,King Hamad University Hospital in Kingdom of Bahrain,General Surgery,2
15491,2017,Manama,King Hamad University Hospital in Kingdom of Bahrain,Internal Medicine,2
15492,2017,Manama,King Hamad University Hospital in Kingdom of Bahrain,Otorhinolaryngology Head And Neck Surgery,2
15495,2017,Manama,Salmaniya Medical Complex in Manama,Obstetrics & Gynecology,2
15497,2021,Dammam,King Fahd Specialist Hospital in Dammam,Diagnostic Neuroradiology,2
15498,2021,Madinah,Uhud General Hospital in Medina,Restorative Dentistry,2
15499,2017,Riyadh,Prince Sultan Military Medical City in Riyadh,Cardiac Electrophysiology & Pacing,2
15501,2017,Dubai,Rashed Hospital in Dubai,Gastroenterology,2
15502,2021,Manama,Salmaniya Medical Complex in Manama,Anatomic Pathology,2
15503,2018,Jeddah,East Jeddah Hospital in Jeddah,Anesthesia,2
15505,2017,Riyadh,Medical City of King Saud University in Riyadh,Adult Rheumatology,2
15507,2017,Riyadh,King Khalid University Hospital in Riyadh,Pediatric Allergy And Immunology,2
15508,2017,Riyadh,Medical City of King Saud University in Riyadh,Arthroscopy And Orthopedic Sport Injuries,2
15509,2018,Jeddah,Dr. Soliman Fakeeh Hospital in Jeddah,Diagnostic Radiology,2
15510,2021,Buraidah,Qassim health Cluster,Family Medicine,2
15511,2021,Buraidah,Regional Dental Center in Buraidah,Endodontics,2
15512,2017,Riyadh,Medical City of King Saud University in Riyadh,Clinical Pharmacy - Critical Care,2
15513,2021,Jeddah,King Abdulaziz University Hospital in Jeddah,Gastroenterology,2
15516,2017,Riyadh,Medical City of King Saud University in Riyadh,Diagnostic Neuroradiology,2
15517,2021,Buraidah,Regional Dental Center in Buraidah,Pediatric Dentistry,2
15518,2021,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Interventional Neuro-Radiology,2
15520,2021,Buraidah,Regional Dental Center in Buraidah,Periodontics,2
15521,2021,Manama,King Hamad University Hospital in Kingdom of Bahrain,Anesthesia,2
15522,2017,Dubai,Rashed Hospital in Dubai,Clinical Neurosurgery,2
15523,2021,Manama,Salmaniya Medical Complex in Manama,Anesthesia,2
15524,2017,Dubai,Rashed Hospital in Dubai,Adult Hematology,2
15525,2017,Riyadh,King Saud bin Abdulaziz University for Health Sciences-Riyadh,Endodontics,2
15527,2017,Riyadh,King Khalid University Hospital in Riyadh,Pediatrics Respiratory Medicine,2
15528,2017,Riyadh,King Khalid University Hospital in Riyadh,Pediatrics Intensive Care,2
15530,2021,Najran,General Directorate of Health Affairs in Najran Region,Adult Critical Care Nursing,2
15531,2017,Riyadh,King Saud bin Abdulaziz University for Health Sciences-Riyadh,Clinical Genetics & Metabolic Disorders,2
15532,2021,Buraidah,King Fahd Specialist Hospital in Buraidah,Adults Endocrinology & Metabolism,2
15533,2017,Riyadh,King Khalid University Hospital in Riyadh,Pediatric Surgery,2
15534,2017,Dhahran,King Abdulaziz Air Base Hospital in Dhahran,Orthopedic Surgery,2
15535,2017,Dhahran,King Abdulaziz Air Base Hospital in Dhahran,Psychiatry,2
15536,2017,Dubai,Al Jalila Pediatric Hospital in Dubai,Child And Adolescent Psychiatry,2
15538,2017,Riyadh,King Saud bin Abdulaziz University for Health Sciences-Riyadh,Orthodontic and Dentofacial Orthopedics,2
15540,2018,Jeddah,International Medical Center in Jeddah,Adults Endocrinology & Metabolism,2
15541,2017,Dhahran,King Fahd Military Medical Complex in Dhahran,Endodontics,2
15542,2017,Riyadh,King Khalid University Hospital in Riyadh,Pediatric Nephrology,2
15544,2021,Buraidah,Maternity and Pediatric Hospital in Buraidah,Midwifery Nursing,2
15545,2018,Jeddah,East Jeddah Hospital in Jeddah,Pediatric Surgery,2
15549,2017,Riyadh,Medical City of King Saud University in Riyadh,Pediatric Nephrology,2
15550,2021,Makkah,Security Forces Hospital in Mecca,Orthopedic Surgery,2
15551,2018,Hofuf,Prince Sultan Center for Cardiac Diseases and Surgery in Hofuf,Adult Cardiology,2
15553,2021,Dammam,Dammam Medical Complex,Diabetes​,2
15554,2017,Jeddah,Dr. Soliman Fakeeh Hospital in Jeddah,Orthopedic Surgery,2
15555,2017,Riyadh,King Khalid University Hospital in Riyadh,Cornea/ External Disease,2
15556,2021,Makkah,Security Forces Hospital in Mecca,Emergency Nursing,2
15557,2017,Riyadh,Medical City of King Saud University in Riyadh,Pediatric Hematology & Oncology,2
15559,2021,Dammam,Dammam Medical Complex,Gastroenterology,2
15561,2021,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Diagnostic Neuroradiology,2
15562,2017,Jeddah,East Jeddah Hospital in Jeddah,Orthopedic Surgery,2
15563,2018,Hail,The joint training program in Hail,Restorative Dentistry,2
15565,2021,Makkah,Security Forces Hospital in Mecca,Adult Critical Care Medicine,2
15568,2021,Jeddah,King Abdulaziz University Hospital in Jeddah,Pediatric Nephrology,2
15570,2021,Makkah,Teaching Dental Hospital at Dentistry College in Umm Al-Qura University in Mecca,Endodontics,2
15571,2021,Dammam,Dammam Medical Complex,Adult Critical Care Nursing,2
15572,2017,Riyadh,Medical City of King Saud University in Riyadh,Gastroenterology,2
15573,2018,Jeddah,College of Dentistry and University Dental Hospital in King Abdulaziz University in Jeddah,Orthodontic and Dentofacial Orthopedics,2
15574,2017,Riyadh,Medical City of King Saud University in Riyadh,Maternal-Fetal Medicine,2
15578,2017,Riyadh,Medical City of King Saud University in Riyadh,Pain Medicine,2
15579,2017,Riyadh,Medical City of King Saud University in Riyadh,Pediatric Allergy And Immunology,2
15581,2017,Jazan,General Directorate of Health Affairs in Jazan Region,Otorhinolaryngology Head And Neck Surgery,2
15582,2017,Riyadh,Medical City of King Saud University in Riyadh,Pediatric Endocrinology And Metabolism,2
15583,2021,Buraidah,The program of the Ministry of Health in Al-Qassim,Restorative Dentistry,2
15584,2017,Jeddah,College of Dentistry and University Dental Hospital in King Abdulaziz University in Jeddah,Periodontics,2
15586,2017,Jazan,General Directorate of Health Affairs in Jazan Region,Psychiatry,2
15587,2017,Jazan,General Directorate of Health Affairs in Jazan Region,Urology,2
15588,2017,Riyadh,Medical City of King Saud University in Riyadh,Pediatric Gastroenterology And Nutrition,2
15589,2021,Manama,Bahrain Defense Force Hospital in the Kingdom of Bahrain,Anesthesia,2
15590,2017,Jeddah,College of Dentistry and University Dental Hospital in King Abdulaziz University in Jeddah,Implant Dentistry,2
15591,2017,Jeddah,College of Dentistry and University Dental Hospital in King Abdulaziz University in Jeddah,Oral And Maxillofacial Surgery,2
15592,2018,Jazan,General Directorate of Health Affairs in Jazan Region,Orthopedic Surgery,2
15594,2021,Najran,General Directorate of Health Affairs in Najran Region,Clinical Neurosurgery,2
15595,2017,Dhahran,Johns Hopkins Aramco Healthcare Center in Dhahran,Emergency Medicine,2
15596,2017,Riyadh,King Khalid University Hospital in Riyadh,Clinical Neurosurgery,2
15597,2017,Dhahran,Johns Hopkins Aramco Healthcare Center in Dhahran,Adult Hematology,2
15598,2017,Dammam,JointProgram for Prosthodontics - Dammam,Prosthodontics,2
15599,2021,Riyadh,AlYamamah Hospital in Riyadh,Family Dentistry,2
15603,2021,Riyadh,AlYamamah Hospital in Riyadh,Endodontics,2
15604,2018,Jeddah,King Abdulaziz University Hospital in Jeddah,Clinical Pharmacy,2
15606,2018,Jeddah,King Abdulaziz University Hospital in Jeddah,Blood Banking And Transfusion,2
15607,2021,Alkharj  ,King Khalid Hospital and Prince Sultan Center for Curative Services in Al-Kharj,Home Healthcare Nursing,2
15609,2017,Dammam,King Fahd Specialist Hospital in Dammam,Body Imaging & Non-Vascular Intervention,2
15610,2021,Alkharj  ,King Khalid Hospital and Prince Sultan Center for Curative Services in Al-Kharj,Restorative Dentistry,2
15612,2017,Dammam,King Fahd Specialist Hospital in Dammam,Clinical Pharmacy,2
15617,2021,Riyadh,Al-Iman Hospital in Riyadh,Saudi Postgraduate Diploma In Paediatrics,2
15622,2017,Dammam,Eastern Health Cluster,Renal Transplant Surgery,2
15624,2017,Riyadh,King Saud Medical City in Riyadh,Clinical Pharmacy - Internal Medicine,2
15625,2021,Riyadh,Dental University Hospital at Princess Nourah Bint Abdulrahman in Riyadh,Restorative Dentistry,2
15627,2021,Riyadh,Dental University Hospital at Princess Nourah Bint Abdulrahman in Riyadh,Periodontics,2
15628,2018,Jeddah,King Abdulaziz University Hospital in Jeddah,Oral And Maxillofacial Surgery,2
15629,2018,Jeddah,King Abdulaziz University Hospital in Jeddah,Midwifery Nursing,2
15631,2017,Riyadh,King Saud Medical City in Riyadh,Clinical Neurosurgery,2
15633,2017,Dammam,"Joint training program in the eastern region, Dammam",Adult Rheumatology,2
15635,2017,Riyadh,King Saud Medical City in Riyadh,Anesthesia,2
15636,2017,Riyadh,King Saud Medical City in Riyadh,Adult Infectious Diseases,2
15637,2017,Dammam,Imam Abdulrahman Al Faisal Hospital in Dammam,Orthopedic Surgery,2
15638,2018,Jeddah,King Abdulaziz University Hospital in Jeddah,Infection Control,2
15639,2018,Jeddah,King Abdulaziz University Hospital in Jeddah,Implant Dentistry,2
15640,2021,Albahah,General Directorate of Health Affairs in Al-Baha Region,Preventive Medicine,2
15642,2017,Dammam,Imam Abdulrahman Al Faisal Hospital in Dammam,Pediatric Dentistry,2
15643,2018,Jeddah,King Abdulaziz University Hospital in Jeddah,Adult Cardiology,2
15644,2021,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Periodontics,2
15647,2017,Riyadh,King Saud Medical City in Riyadh,Plastic Surgery,2
15648,2018,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Clinical Pharmacy - Infectious Diseases,2
15649,2018,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Cardiothoracic Radiology,2
15650,2021,Arar,Prince Abdullah bin Abdulaziz bin Musaed Dental Center in Arar,Endodontics,2
15652,2017,Riyadh,King Khalid University Hospital in Riyadh,Perinatal Neonatal Medicine,2
15653,2021,Najran,General Directorate of Health Affairs in Najran Region,Implant Dentistry,2
15655,2017,Riyadh,King Saud Medical City in Riyadh,Prosthodontics,2
15658,2021,Bisha,Directorate of Health Affairs in Bisha Governorate,Restorative Dentistry,2
15659,2017,Riyadh,King Khalid University Hospital in Riyadh,Pediatrics Urology,2
15661,2017,Riyadh,King Saud Medical City in Riyadh,Vascular Surgery,2
15662,2017,Riyadh,King Saud bin Abdulaziz University for Health Sciences-Riyadh,Adult Psychosomatic Medicine,2
15664,2017,Dammam,Security Forces Hospital in Dammam,General Surgery,2
15665,2017,Dammam,Security Forces Hospital in Dammam,Internal Medicine,2
15666,2017,Dhahran,Eye Specialist Hospital in Dhahran,Neuro-Ophthalmology,2
15667,2017,Riyadh,King Saud Medical City in Riyadh,Pediatrics Intensive Care,2
15668,2021,Alquriyat,The program of the Ministry of Health in Al-Qurayyat,Saudi Postgraduate Diploma In Paediatrics,2
15670,2021,Jeddah,King Abdulaziz University Hospital in Jeddah,Adult Rheumatology,2
15671,2021,Najran,General Directorate of Health Affairs in Najran Region,Urology,2
15672,2021,Najran,General Directorate of Health Affairs in Najran Region,Restorative Dentistry,2
15676,2017,Dammam,King Fahd Specialist Hospital in Dammam,Nuclear Medicine,2
15679,2021,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Pediatrics Intensive Care,2
15681,2017,Riyadh,King Khalid University Hospital in Riyadh,Prosthodontics,2
15682,2017,Riyadh,King Saud Medical City in Riyadh,Neurology,2
15685,2017,Riyadh,King Saud Medical City in Riyadh,Pediatric Neurology,2
15686,2017,Riyadh,King Saud Medical City in Riyadh,Pediatrics Infectious Diseases,2
15687,2017,Dammam,King Fahd Specialist Hospital in Dammam,Renal Transplant,2
15688,2018,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Interventional Neuro-Radiology,2
15689,2018,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,General Medical Oncology,2
15690,2021,Jeddah,King Abdulaziz University Hospital in Jeddah,Cardiac Surgery,2
15692,2021,Buraidah,Regional Dental Center in Buraidah,Restorative Dentistry,2
15695,2017,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Maternal-Fetal Medicine,2
15698,2017,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Ophthalmology,2
15700,2018,Dammam,Security Forces Hospital in Dammam,Anesthesia,2
15702,2017,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Pediatric Dentistry,2
15705,2017,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Pediatric Otolaryngology,2
15708,2017,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Periodontics,2
15709,2018,Dammam,Saud AlBabtain Cardiac Center in Dammam,Cardiac Anesthesia,2
15711,2017,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Renal Transplant,2
15712,2021,Jeddah,King Abdulaziz Medical City for National Guard in Jeddah,Adult Rheumatology,2
15716,2021,Dammam,Eastern Health Cluster,Otorhinolaryngology Head And Neck Surgery,2
15717,2018,Dhahran,King Fahd Military Medical Complex in Dhahran,Endodontics,2
15718,2021,Jeddah,King Abdulaziz University Hospital in Jeddah,Preventive Medicine,2
15719,2021,Makkah,King Abdullah Medical City in the Holy Capital,Clinical Biochemistry,2
